Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Calcio Catania,Cristian Bucchi,25,Italy,Centre-Forward,CF,-,Ternana Calcio,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/cristian-bucchi/profil/spieler/16846
Calcio Catania,Vito Grieco,31,Italy,Centre-Back,CB,-,Modena FC,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/vito-grieco/profil/spieler/22084
Calcio Catania,Salvatore Monaco,29,Italy,Centre-Back,CB,-,AC Perugia,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/salvatore-monaco/profil/spieler/22086
Calcio Catania,Alberto Malusci,30,Italy,Sweeper,SW,-,US Lecce,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/alberto-malusci/profil/spieler/15538
Calcio Catania,Davide Possanzini,26,Italy,Centre-Forward,CF,-,UC Sampdoria,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/davide-possanzini/profil/spieler/22248
Calcio Catania,Jaroslav Sedivec,21,Czech Republic,Left Winger,LW,-,FC Viktoria Plzen,Czech Republic,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/jaroslav-sedivec/profil/spieler/22091
Calcio Catania,Massimiliano De Silvestro,30,Italy,attack,attack,-,US Sambenedettese,Italy,"End of loanJun 30, 2002",In,2002,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-de-silvestro/profil/spieler/338061
Calcio Catania,Jehad Muntasser,23,Libya,Right Midfield,RM,-,L'Aquila Calcio,Italy,"End of loanJun 30, 2002",In,2002,s,serie-b,https://www.transfermarkt.co.uk/jehad-muntasser/profil/spieler/21943
Cagliari Calcio,Fabián O'Neill,28,Uruguay,Attacking Midfield,AM,-,AC Perugia,Italy,free transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/fabian-oneill/profil/spieler/130290
Cagliari Calcio,Simone Loria,25,Italy,Centre-Back,CB,-,AC Città di Lecco,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/simone-loria/profil/spieler/20741
Cagliari Calcio,Gian Paolo Manighetti,33,Italy,Right-Back,RB,-,UC Sampdoria,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/gian-paolo-manighetti/profil/spieler/227673
Cagliari Calcio,Mauro Esposito,23,Italy,Right Winger,RW,-,Udinese Calcio,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/mauro-esposito/profil/spieler/20735
Cagliari Calcio,Cristian Ranalli,23,Italy,attack,attack,-,AS Roma,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/cristian-ranalli/profil/spieler/285828
Cagliari Calcio,Mauricio Pineda,27,Argentina,Left-Back,LB,-,Udinese Calcio,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/mauricio-pineda/profil/spieler/106109
Cagliari Calcio,Davide Capello,17,Italy,Goalkeeper,GK,-,Cagliari Primavera,Italy,-,In,2002,s,serie-b,https://www.transfermarkt.co.uk/davide-capello/profil/spieler/20728
Cagliari Calcio,Davide Carrus,23,Italy,Defensive Midfield,DM,-,SP Ars et Labor,Italy,"End of loanJun 30, 2002",In,2002,s,serie-b,https://www.transfermarkt.co.uk/davide-carrus/profil/spieler/21145
Cagliari Calcio,Andrea Capone,21,Italy,Attacking Midfield,AM,-,ASD Sora Calcio 1907,Italy,"End of loanJun 30, 2002",In,2002,s,serie-b,https://www.transfermarkt.co.uk/andrea-capone/profil/spieler/20729
Cagliari Calcio,Emiliano Melis,23,Italy,Second Striker,SS,-,US Alessandria Calcio,Italy,"End of loanJun 30, 2002",In,2002,s,serie-b,https://www.transfermarkt.co.uk/emiliano-melis/profil/spieler/223351
Ancona Calcio,Pasquale Luiso,32,Italy,Centre-Forward,CF,-,UC Sampdoria,Italy,free transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/pasquale-luiso/profil/spieler/24326
Ancona Calcio,Maurizio Ganz,33,Italy,Centre-Forward,CF,-,Florentia Viola,Italy,free transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/maurizio-ganz/profil/spieler/15272
Ancona Calcio,Oscar Magoni,34,Italy,Defensive Midfield,DM,-,SSC Napoli,Italy,free transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/oscar-magoni/profil/spieler/216814
Ancona Calcio,Anselmo Robbiati,32,Italy,Left Winger,LW,-,FC Internazionale,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/anselmo-robbiati/profil/spieler/6816
Ancona Calcio,Marco Roccati,27,Italy,Goalkeeper,GK,-,SSC Napoli,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/marco-roccati/profil/spieler/6817
Ancona Calcio,Dejan Robnik,17,Slovenia,Centre-Forward,CF,-,Inter Milan Primavera,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/dejan-robnik/profil/spieler/50342
Ancona Calcio,Stefano Lombardi,25,Italy,Centre-Back,CB,-,FC Internazionale,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/stefano-lombardi/profil/spieler/15462
Ancona Calcio,Dmytro Koltsov,20,Ukraine,midfield,midfield,-,US Pistoiese 1921,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/dmytro-koltsov/profil/spieler/496785
Ancona Calcio,Roberto Maltagliati,33,Italy,Centre-Back,CB,-,Piacenza FC,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/roberto-maltagliati/profil/spieler/20742
Ancona Calcio,Francesco Mignogna,18,Italy,Left Winger,LW,-,Taranto Juniores,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/francesco-mignogna/profil/spieler/41718
Ancona Calcio,Alessio D'Imporzano,19,Italy,midfield,midfield,-,Udinese Primavera,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/alessio-dimporzano/profil/spieler/227013
Ancona Calcio,Andrea Mussi,24,Italy,Centre-Forward,CF,-,AC Reggiana 1919,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/andrea-mussi/profil/spieler/28842
Ancona Calcio,Stanley Ibe,17,Nigeria,Centre-Forward,CF,-,Genoa Primavera,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/stanley-ibe/profil/spieler/63900
Ancona Calcio,Mattia Graffiedi,22,Italy,Centre-Forward,CF,-,Milan AC,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/mattia-graffiedi/profil/spieler/6395
Ancona Calcio,Luca Antonini,19,Italy,Left-Back,LB,-,Milan AC,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/luca-antonini/profil/spieler/6792
Ancona Calcio,Massimiliano Scaglia,25,Italy,Left-Back,LB,-,US Alessandria Calcio,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-scaglia/profil/spieler/21156
Ancona Calcio,Giacomo Dicara,32,Italy,Centre-Back,CB,-,Ternana Calcio,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/giacomo-dicara/profil/spieler/22751
Ancona Calcio,Emiliano Tarana,23,Italy,Right Winger,RW,-,Modena FC,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/emiliano-tarana/profil/spieler/21803
Ancona Calcio,Daniele Daino,22,Italy,Right-Back,RB,-,Milan AC,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/daniele-daino/profil/spieler/15458
Ancona Calcio,Daniele Degano,19,Italy,Second Striker,SS,-,Calcio Monza,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/daniele-degano/profil/spieler/16892
Ancona Calcio,Giampiero Maini,30,Italy,Defensive Midfield,DM,-,AC Parma,Italy,loan transfer,In,2002,s,serie-b,https://www.transfermarkt.co.uk/giampiero-maini/profil/spieler/16851
Ancona Calcio,Marco Schenardi,34,Italy,Right Midfield,RM,-,Ternana Calcio,Italy,?,In,2002,s,serie-b,https://www.transfermarkt.co.uk/marco-schenardi/profil/spieler/6814
