Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
AC Mantova 1911,Alex Valentini,21,Italy,Goalkeeper,GK,-,AC Sambonifacese,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/alex-valentini/profil/spieler/124039
Gallipoli Calcio,Agustín Viana,25,Uruguay,Left-Back,LB,£270Th.,CFR Cluj,Romania,£90Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/agustin-viana/profil/spieler/64669
Gallipoli Calcio,Roberto D'Aversa,34,Italy,Central Midfield,CM,£360Th.,Treviso FBC 1993,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/roberto-daversa/profil/spieler/21685
Gallipoli Calcio,Vlado Smit,29,Serbia,Left-Back,LB,£270Th.,Treviso FBC 1993,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/vlado-smit/profil/spieler/5994
Gallipoli Calcio,Matías Garavano,24,Argentina,Goalkeeper,GK,-,Mérida UD (liq.),Spain,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/matias-garavano/profil/spieler/76939
Gallipoli Calcio,Massimiliano Scaglia,32,Italy,Left-Back,LB,£270Th.,Treviso FBC 1993,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-scaglia/profil/spieler/21156
Gallipoli Calcio,Isah Eliakwu,23,Nigeria,Centre-Forward,CF,£540Th.,US Triestina,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/isah-eliakwu/profil/spieler/18245
Gallipoli Calcio,Alex Pederzoli,25,Italy,Defensive Midfield,DM,-,Calcio Padova,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/alex-pederzoli/profil/spieler/85015
Gallipoli Calcio,Alessandro Moro,24,Italy,Defensive Midfield,DM,£180Th.,Treviso FBC 1993,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/alessandro-moro/profil/spieler/39849
Gallipoli Calcio,Cristian Sosa,24,Uruguay,Centre-Back,CB,-,Taranto FC 1927,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/cristian-sosa/profil/spieler/76744
Gallipoli Calcio,Carlo Sciarrone,25,Italy,Goalkeeper,GK,£135Th.,US Massese 1919,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/carlo-sciarrone/profil/spieler/34342
Gallipoli Calcio,Massimiliano Tagliani,20,Italy,Centre-Back,CB,£45Th.,Fiorentina Primavera,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-tagliani/profil/spieler/54051
Gallipoli Calcio,Pablo Pallante,30,Uruguay,Centre-Back,CB,-,Club Atlético Cerro,Uruguay,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/pablo-pallante/profil/spieler/61788
Gallipoli Calcio,Manuel Mancini,25,Italy,Central Midfield,CM,£45Th.,Robur Siena,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/manuel-mancini/profil/spieler/32095
Gallipoli Calcio,Alessandro Grandoni,32,Italy,Centre-Back,CB,£675Th.,AS Livorno,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/alessandro-grandoni/profil/spieler/6751
Gallipoli Calcio,Leandro Depetris,21,Argentina,Attacking Midfield,AM,£135Th.,Club Atlético Independiente II,Argentina,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/leandro-depetris/profil/spieler/43092
Gallipoli Calcio,Piergiuseppe Maritato,20,Italy,Centre-Forward,CF,-,ACF Fiorentina,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/piergiuseppe-maritato/profil/spieler/62373
Gallipoli Calcio,Samuel Di Carmine,20,Italy,Centre-Forward,CF,£450Th.,ACF Fiorentina,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/samuel-di-carmine/profil/spieler/45389
Gallipoli Calcio,William Pianu,33,Italy,Right-Back,RB,£90Th.,Treviso FBC 1993,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/william-pianu/profil/spieler/22600
Gallipoli Calcio,Davide Mandorlini,25,Italy,Centre-Back,CB,-,FBC Unione Venezia,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/davide-mandorlini/profil/spieler/85884
Gallipoli Calcio,Alberto Tundo,16,Italy,Left-Back,LB,-,Taranto Juniores,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/alberto-tundo/profil/spieler/314665
Gallipoli Calcio,Jan Koprivec,21,Slovenia,Goalkeeper,GK,£90Th.,Udinese Calcio,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/jan-koprivec/profil/spieler/50286
Gallipoli Calcio,Aliberto Cota,20,Italy,Left-Back,LB,-,Gallipoli Primavera,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/aliberto-cota/profil/spieler/103411
Gallipoli Calcio,Luca Franchini,25,Italy,Left-Back,LB,£315Th.,,Without Club,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/luca-franchini/profil/spieler/22110
Gallipoli Calcio,Daniele Daino,29,Italy,Right-Back,RB,£225Th.,,Without Club,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniele-daino/profil/spieler/15458
Frosinone Calcio,Andrei Cordos,21,Romania,Centre-Back,CB,£270Th.,FC Universitatea Cluj,Romania,£270Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/andrei-cordos/profil/spieler/54729
Frosinone Calcio,Francesco Bolzoni,20,Italy,Central Midfield,CM,£720Th.,Genoa CFC,Italy,Loan fee:£180Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/francesco-bolzoni/profil/spieler/49521
Frosinone Calcio,Simone Basso,26,Italy,Right Winger,RW,-,FC Crotone,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/simone-basso/profil/spieler/85022
Frosinone Calcio,Daniel Semenzato,22,Italy,Right-Back,RB,-,FBC Unione Venezia,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniel-semenzato/profil/spieler/85894
Frosinone Calcio,Migjen Basha,22,Albania,Defensive Midfield,DM,£315Th.,Rimini FC,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/migjen-basha/profil/spieler/33042
Frosinone Calcio,Jefferson,21,Brazil,Centre-Forward,CF,£45Th.,Fiorentina Primavera,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/jefferson/profil/spieler/54464
Frosinone Calcio,Gennaro Troianiello,26,Italy,Right Winger,RW,£45Th.,US Foggia,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/gennaro-troianiello/profil/spieler/60894
Frosinone Calcio,Caetano Calil,25,Brazil,Centre-Forward,CF,£45Th.,FC Crotone,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/caetano-calil/profil/spieler/56723
Frosinone Calcio,Lorenzo Del Prete,23,Italy,Right-Back,RB,£270Th.,Robur Siena,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-del-prete/profil/spieler/78615
Frosinone Calcio,Davide Caremi,25,Italy,Central Midfield,CM,£360Th.,UC AlbinoLeffe,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/davide-caremi/profil/spieler/28831
Frosinone Calcio,Fabio Mazzeo,25,Italy,Centre-Forward,CF,-,Perugia Calcio,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/fabio-mazzeo/profil/spieler/21850
Frosinone Calcio,Salvatore Aurelio,23,Italy,Left Winger,LW,£45Th.,Genoa CFC,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/salvatore-aurelio/profil/spieler/38579
Frosinone Calcio,Liviu Bordeanu,26,Romania,Goalkeeper,GK,-,SS Virtus Lanciano,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/liviu-bordeanu/profil/spieler/102401
Frosinone Calcio,Georgian Bordeanu,26,Romania,Goalkeeper,GK,-,SS Virtus Lanciano,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/georgian-bordeanu/profil/spieler/421265
Frosinone Calcio,Michele Ischia,31,Italy,Centre-Back,CB,£450Th.,Cavese 1919,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/michele-ischia/profil/spieler/43221
Frosinone Calcio,Massimiliano Carlini,22,Italy,Central Midfield,CM,£45Th.,Calcio Lecco 1912,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-carlini/profil/spieler/43206
Frosinone Calcio,Elio Calderini,21,Italy,Left Winger,LW,-,Calcio Flaminia Civita Castellana,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/elio-calderini/profil/spieler/119144
US Sassuolo,Tiziano Polenghi,30,Italy,Centre-Back,CB,£810Th.,US Lecce,Italy,£153Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/tiziano-polenghi/profil/spieler/29620
US Sassuolo,Diego Falcinelli,18,Italy,Centre-Forward,CF,-,ASD Pontevecchio,Italy,£45Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/diego-falcinelli/profil/spieler/119115
US Sassuolo,Daniele Quadrini,28,Italy,Right Winger,RW,£315Th.,Treviso FBC 1993,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniele-quadrini/profil/spieler/40111
US Sassuolo,Mario Titone,20,Italy,Right Winger,RW,£90Th.,AC Pisa 1909,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/mario-titone/profil/spieler/67505
US Sassuolo,Leonardo Pavoletti,21,Italy,Centre-Forward,CF,-,FC Pavia 1911,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/leonardo-pavoletti/profil/spieler/64793
US Sassuolo,Luigi Riccio,31,Italy,Central Midfield,CM,£720Th.,Piacenza FC,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/luigi-riccio/profil/spieler/21802
US Sassuolo,Mariano Romano,19,Italy,Central Midfield,CM,-,Siena Primavera,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/mariano-romano/profil/spieler/113626
US Sassuolo,Mauro Minelli,28,Italy,Centre-Back,CB,£585Th.,US Triestina,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/mauro-minelli/profil/spieler/21693
US Sassuolo,Gianluigi Bianco,20,Italy,Left-Back,LB,£90Th.,UC Sampdoria,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/gianluigi-bianco/profil/spieler/61778
US Sassuolo,Marco Gorzegno,28,Italy,Centre-Back,CB,£540Th.,Brescia Calcio,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/marco-gorzegno/profil/spieler/22243
US Sassuolo,Fabio Branchetti,18,Italy,Goalkeeper,GK,-,Sassuolo Primavera,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/fabio-branchetti/profil/spieler/88760
US Sassuolo,Andrea Briotti,23,Italy,Left-Back,LB,£45Th.,Carrarese Calcio 1908,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/andrea-briotti/profil/spieler/26804
UC AlbinoLeffe,Michael Cia,20,Italy,Central Midfield,CM,£315Th.,Atalanta BC,Italy,£360Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/michael-cia/profil/spieler/85606
UC AlbinoLeffe,Dario Bergamelli,22,Italy,Centre-Back,CB,-,Atalanta BC,Italy,£135Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/dario-bergamelli/profil/spieler/84468
UC AlbinoLeffe,Matteo Piccinni,23,Italy,Centre-Back,CB,£135Th.,Udinese Calcio,Italy,£135Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/matteo-piccinni/profil/spieler/85523
UC AlbinoLeffe,Mehmet Hetemaj,21,Finland,Defensive Midfield,DM,£225Th.,Panionios Athens,Greece,Loan fee:£72Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/mehmet-hetemaj/profil/spieler/37286
UC AlbinoLeffe,Daniel Offredi,21,Italy,Goalkeeper,GK,-,Milan Primavera,Italy,£45Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniel-offredi/profil/spieler/56625
UC AlbinoLeffe,Luigi Sala,35,Italy,Centre-Back,CB,£360Th.,Udinese Calcio,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/luigi-sala/profil/spieler/6254
UC AlbinoLeffe,Valerio Foglio,24,Italy,Left-Back,LB,£270Th.,Vicenza Calcio,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/valerio-foglio/profil/spieler/22196
UC AlbinoLeffe,Michael Girasole,20,Italy,Central Midfield,CM,-,Atalanta BC,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/michael-girasole/profil/spieler/57292
UC AlbinoLeffe,Stefano Layeni,27,Italy,Goalkeeper,GK,-,AC Prato,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/stefano-layeni/profil/spieler/118833
UC AlbinoLeffe,Paolo Branduani,20,Italy,Goalkeeper,GK,-,US Colognese,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/paolo-branduani/profil/spieler/119086
UC AlbinoLeffe,Davide Di Quinzio,20,Italy,Central Midfield,CM,-,AC Pro Sesto,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/davide-di-quinzio/profil/spieler/85502
UC AlbinoLeffe,Dario Passoni,35,Italy,Central Midfield,CM,£270Th.,AC Mantova 1911,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/dario-passoni/profil/spieler/21234
UC AlbinoLeffe,Ivan Pelizzoli,28,Italy,Goalkeeper,GK,£1.62m,Lokomotiv Moscow II,Russia,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/ivan-pelizzoli/profil/spieler/5936
UC AlbinoLeffe,Paolo Grossi,24,Italy,Central Midfield,CM,-,Varese 1910,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/paolo-grossi/profil/spieler/126597
UC AlbinoLeffe,Davide Amadori,16,Italy,Goalkeeper,GK,-,AlbinoLeffe Primavera,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/davide-amadori/profil/spieler/134378
UC AlbinoLeffe,Christian Esposito,19,Australia,Centre-Forward,CF,-,AlbinoLeffe Primavera,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/christian-esposito/profil/spieler/111870
UC AlbinoLeffe,Daniel Bombardieri,24,Italy,Left-Back,LB,£45Th.,US Pergocrema 1932,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniel-bombardieri/profil/spieler/59653
UC AlbinoLeffe,Gabriele Piantoni,20,Italy,Attacking Midfield,AM,£45Th.,AC Prato,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/gabriele-piantoni/profil/spieler/61256
US Grosseto FC,Massimo Melucci,30,Italy,Centre-Back,CB,£450Th.,Ascoli Calcio 1898,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/massimo-melucci/profil/spieler/57436
US Grosseto FC,Romeo Papini,26,Italy,Defensive Midfield,DM,£225Th.,Ternana Calcio,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/romeo-papini/profil/spieler/38651
US Grosseto FC,Mauricio Pinilla,25,Chile,Centre-Forward,CF,£360Th.,Apollon Limassol,Cyprus,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/mauricio-pinilla/profil/spieler/6160
US Grosseto FC,Kewullay Conteh,31,Sierra Leone,Centre-Back,CB,£540Th.,UC AlbinoLeffe,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/kewullay-conteh/profil/spieler/20917
US Grosseto FC,Luis Alfageme,24,Argentina,Centre-Forward,CF,£90Th.,Brescia Calcio,Italy,£450,In,2009,s,serie-b,https://www.transfermarkt.co.uk/luis-alfageme/profil/spieler/43079
US Grosseto FC,Simone Fautario,22,Italy,Left-Back,LB,£45Th.,US Pistoiese 1921,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/simone-fautario/profil/spieler/45575
US Grosseto FC,Ferdinando Vitofrancesco,20,Italy,Right-Back,RB,-,US Cremonese,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/ferdinando-vitofrancesco/profil/spieler/83981
US Grosseto FC,Marco Turati,27,Italy,Centre-Back,CB,£225Th.,AC Ancona,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/marco-turati/profil/spieler/21999
US Grosseto FC,Marco D'Alessandro,18,Italy,Right Winger,RW,-,Roma Primavera,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/marco-dalessandro/profil/spieler/99232
US Grosseto FC,Thomas Job,24,Cameroon,Right Winger,RW,£630Th.,AC Pisa 1909,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/thomas-job/profil/spieler/16897
US Grosseto FC,Ivan Lanni,19,Italy,Goalkeeper,GK,-,AS Roma,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/ivan-lanni/profil/spieler/124896
US Grosseto FC,Alessandro Crescenzi,17,Italy,Left-Back,LB,-,Roma Primavera,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/alessandro-crescenzi/profil/spieler/96758
US Grosseto FC,Filippo Carobbio,29,Italy,Central Midfield,CM,£1.35m,AS Bari,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/filippo-carobbio/profil/spieler/22235
US Grosseto FC,Joelson,26,Brazil,Right Winger,RW,£540Th.,Reggina Calcio,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/joelson/profil/spieler/23233
US Grosseto FC,Maurizio Maraucci,25,Italy,Centre-Back,CB,-,Aurora Pro Patria,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/maurizio-maraucci/profil/spieler/144302
US Grosseto FC,Francesco Laezza,18,Italy,Centre-Forward,CF,-,Grosseto Primavera,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/francesco-laezza/profil/spieler/101343
US Grosseto FC,Paolo Acerbis,28,Italy,Goalkeeper,GK,£135Th.,Calcio Catania,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/paolo-acerbis/profil/spieler/22232
US Grosseto FC,Andrea Pinzan,30,Italy,Goalkeeper,GK,£45Th.,US Sassuolo,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/andrea-pinzan/profil/spieler/21951
US Grosseto FC,Duccio Innocenti,33,Italy,Centre-Back,CB,£225Th.,Vicenza Calcio,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/duccio-innocenti/profil/spieler/6164
US Grosseto FC,Marco Carparelli,33,Italy,Second Striker,SS,£90Th.,AS Cittadella,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/marco-carparelli/profil/spieler/29603
US Grosseto FC,Daniel Margarita,23,Italy,Left Winger,LW,-,SS Virtus Lanciano,Italy,"End of loanJun 1, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniel-margarita/profil/spieler/102406
US Grosseto FC,Mirko Barbagli,26,Italy,Left-Back,LB,£90Th.,Perugia Calcio,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/mirko-barbagli/profil/spieler/23171
US Triestina,Davide Bariti,17,Italy,Right Winger,RW,-,Carrarese Calcio 1908,Italy,£135Th.,In,2009,s,serie-b,https://www.transfermarkt.co.uk/davide-bariti/profil/spieler/120458
US Triestina,Dario D'Ambrosio,20,Italy,Right-Back,RB,-,Calcio Lecco 1912,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/dario-dambrosio/profil/spieler/120767
US Triestina,Giuseppe Scurto,25,Italy,Centre-Back,CB,£450Th.,Treviso FBC 1993,Italy,free transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-scurto/profil/spieler/24052
US Triestina,Daniele Magliocchetti,23,Italy,Centre-Back,CB,£45Th.,Cagliari Calcio,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/daniele-magliocchetti/profil/spieler/44290
US Triestina,Riccardo Gissi,29,Italy,Defensive Midfield,DM,£360Th.,Treviso FBC 1993,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/riccardo-gissi/profil/spieler/28867
US Triestina,Riccardo Durandi,19,Italy,Goalkeeper,GK,-,Ascoli Calcio 1898,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/riccardo-durandi/profil/spieler/120204
US Triestina,Riccardo Brosco,18,Italy,Centre-Back,CB,-,Roma Primavera,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/riccardo-brosco/profil/spieler/89034
US Triestina,Nicolás Crovetto,23,Chile,Left-Back,LB,£450Th.,Udinese Calcio,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/nicolas-crovetto/profil/spieler/73411
US Triestina,Alain Nef,27,Switzerland,Centre-Back,CB,£1.26m,Udinese Calcio,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/alain-nef/profil/spieler/4945
US Triestina,Rocco Sabato,27,Italy,Left-Back,LB,£405Th.,FC Empoli,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/rocco-sabato/profil/spieler/20747
US Triestina,Denis Godeas,33,Italy,Centre-Forward,CF,£900Th.,AC Mantova 1911,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/denis-godeas/profil/spieler/21926
US Triestina,Luca Siligardi,21,Italy,Right Winger,RW,£90Th.,FC Internazionale,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/luca-siligardi/profil/spieler/86079
US Triestina,Francesco Volpe,23,Italy,Right Winger,RW,£135Th.,AS Livorno,Italy,loan transfer,In,2009,s,serie-b,https://www.transfermarkt.co.uk/francesco-volpe/profil/spieler/55002
US Triestina,Amedeo Calliari,21,Italy,Central Midfield,CM,-,AC Lumezzane,Italy,?,In,2009,s,serie-b,https://www.transfermarkt.co.uk/amedeo-calliari/profil/spieler/101873
US Triestina,Mattia Olivotto,18,Italy,Right Midfield,RM,-,US Triestina Youth,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/mattia-olivotto/profil/spieler/353277
US Triestina,Edmund Hottor,16,Ghana,Central Midfield,CM,-,Triestina Primavera,Italy,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/edmund-hottor/profil/spieler/120772
US Triestina,Giorgio Gorgone,33,Italy,Right Midfield,RM,£405Th.,,Without Club,-,In,2009,s,serie-b,https://www.transfermarkt.co.uk/giorgio-gorgone/profil/spieler/22274
US Triestina,Davide Marchini,28,Italy,Right Midfield,RM,£720Th.,Bologna FC 1909,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/davide-marchini/profil/spieler/38596
US Triestina,Paolo De Cristofaro,22,Italy,Central Midfield,CM,£90Th.,San Marino,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/paolo-de-cristofaro/profil/spieler/61801
US Triestina,Thierry Audel,22,France,Centre-Back,CB,£45Th.,San Marino,Italy,"End of loanJun 30, 2009",In,2009,s,serie-b,https://www.transfermarkt.co.uk/thierry-audel/profil/spieler/61798
