Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Pro Vercelli 1892,Manuel Scavone,25,Italy,Central Midfield,CM,£450Th.,AS Bari,Italy,£450Th.,In,2012,s,serie-b,https://www.transfermarkt.co.uk/manuel-scavone/profil/spieler/32107
FC Pro Vercelli 1892,Marcão,20,Brazil,Goalkeeper,GK,£45Th.,ACF Fiorentina,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/marcao/profil/spieler/160188
FC Pro Vercelli 1892,Gaetano Caridi,31,Italy,Attacking Midfield,AM,£540Th.,US Grosseto FC,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/gaetano-caridi/profil/spieler/32116
FC Pro Vercelli 1892,Gianmarco Zigoni,21,Italy,Centre-Forward,CF,£315Th.,AC Milan,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/gianmarco-zigoni/profil/spieler/100176
FC Pro Vercelli 1892,Alberto Masi,19,Italy,Centre-Back,CB,£900Th.,Juventus FC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alberto-masi/profil/spieler/167890
FC Pro Vercelli 1892,Giacomo Casoli,23,Italy,Right Winger,RW,£405Th.,Spezia Calcio,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/giacomo-casoli/profil/spieler/57640
FC Pro Vercelli 1892,Alessio Innocenti,19,Argentina,Defensive Midfield,DM,£270Th.,Milan Primavera,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alessio-innocenti/profil/spieler/199252
FC Pro Vercelli 1892,Massimiliano Scaglia,35,Italy,Left-Back,LB,£90Th.,Hellas Verona,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-scaglia/profil/spieler/21156
FC Pro Vercelli 1892,Kakà,22,Brazil,Centre-Forward,CF,-,Tupi Football Club (MG),Brazil,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/kaka/profil/spieler/315875
FC Pro Vercelli 1892,Francesco Cosenza,26,Italy,Centre-Back,CB,£585Th.,Reggina Calcio,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/francesco-cosenza/profil/spieler/57794
FC Pro Vercelli 1892,Simone Sini,20,Italy,Centre-Back,CB,£225Th.,AS Roma,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/simone-sini/profil/spieler/110934
FC Pro Vercelli 1892,Donato Disabato,22,Italy,Central Midfield,CM,£90Th.,UC AlbinoLeffe,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/donato-disabato/profil/spieler/91679
FC Pro Vercelli 1892,Gabriel,18,Brazil,Defensive Midfield,DM,£720Th.,Juventus FC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/gabriel/profil/spieler/167291
FC Pro Vercelli 1892,Simone Tiribocchi,34,Italy,Centre-Forward,CF,£360Th.,Atalanta BC,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/simone-tiribocchi/profil/spieler/21700
FC Pro Vercelli 1892,Marcos De Paula,28,Brazil,Centre-Forward,CF,£315Th.,Chievo Verona,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/marcos-de-paula/profil/spieler/7103
FC Pro Vercelli 1892,Stefano Santoni,22,Italy,Second Striker,SS,£90Th.,US Alessandria Calcio 1912,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/stefano-santoni/profil/spieler/199173
FC Pro Vercelli 1892,Davide Nocciola,20,Italy,Central Midfield,CM,£68Th.,US Alessandria Calcio 1912,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/davide-nocciola/profil/spieler/199171
FC Pro Vercelli 1892,Andrea Rognone,18,Italy,Centre-Forward,CF,-,Borgosesia Calcio,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/andrea-rognone/profil/spieler/233956
Novara Calcio 1908,Pablo González,27,Argentina,Right Winger,RW,£990Th.,US Palermo,Italy,£2.70m,In,2012,s,serie-b,https://www.transfermarkt.co.uk/pablo-gonzalez/profil/spieler/61478
Novara Calcio 1908,Flavio Lazzari,25,Italy,Attacking Midfield,AM,£315Th.,FC Empoli,Italy,£1.35m,In,2012,s,serie-b,https://www.transfermarkt.co.uk/flavio-lazzari/profil/spieler/33340
Novara Calcio 1908,Daniele Buzzegoli,29,Italy,Central Midfield,CM,£248Th.,Spezia Calcio,Italy,£720Th.,In,2012,s,serie-b,https://www.transfermarkt.co.uk/daniele-buzzegoli/profil/spieler/35717
Novara Calcio 1908,Alberto Libertazzi,20,Italy,Centre-Forward,CF,£225Th.,Juventus Primavera,Italy,£405Th.,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alberto-libertazzi/profil/spieler/110932
Novara Calcio 1908,Laurent Lanteri,27,France,Right Winger,RW,£68Th.,Foggia Calcio,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/laurent-lanteri/profil/spieler/14850
Novara Calcio 1908,Matthias Lepiller,24,France,Second Striker,SS,£630Th.,ACF Fiorentina,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/matthias-lepiller/profil/spieler/44876
Novara Calcio 1908,Federico Piovaccari,27,Italy,Centre-Forward,CF,£720Th.,UC Sampdoria,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/federico-piovaccari/profil/spieler/44514
Novara Calcio 1908,Enrico Tonozzi,19,Italy,Goalkeeper,GK,£90Th.,SPAL Primavera,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/enrico-tonozzi/profil/spieler/199241
Novara Calcio 1908,Tomas Kosicky,26,Slovakia,Goalkeeper,GK,£180Th.,Calcio Catania,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/tomas-kosicky/profil/spieler/78496
Novara Calcio 1908,Bruno Fernandes,17,Portugal,Attacking Midfield,AM,-,Boavista FC U19,Portugal,£36Th.,In,2012,s,serie-b,https://www.transfermarkt.co.uk/bruno-fernandes/profil/spieler/240306
Novara Calcio 1908,Rodrigo Alborno,18,Paraguay,Left-Back,LB,£450Th.,Inter Milan Primavera,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/rodrigo-alborno/profil/spieler/139436
Novara Calcio 1908,Luca Ghiringhelli,20,Italy,Right-Back,RB,£90Th.,Milan Primavera,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/luca-ghiringhelli/profil/spieler/130352
Novara Calcio 1908,Francesco Bardi,20,Italy,Goalkeeper,GK,£1.80m,FC Internazionale,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/francesco-bardi/profil/spieler/110925
Novara Calcio 1908,Lorenzo Del Prete,26,Italy,Right-Back,RB,£90Th.,Robur Siena,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-del-prete/profil/spieler/78615
Novara Calcio 1908,Lorenzo Galassi,21,Italy,Attacking Midfield,AM,£68Th.,FC Pavia 1911,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-galassi/profil/spieler/99233
Novara Calcio 1908,Masahudu Alhassan,19,Ghana,Left-Back,LB,£180Th.,Genoa CFC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/masahudu-alhassan/profil/spieler/172338
Novara Calcio 1908,Alessandro Bastrini,25,Italy,Centre-Back,CB,£315Th.,Vicenza Calcio,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alessandro-bastrini/profil/spieler/39829
Novara Calcio 1908,Ahmed Barusso,27,Ghana,Defensive Midfield,DM,£270Th.,Genoa CFC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/ahmed-barusso/profil/spieler/40979
Novara Calcio 1908,Romano Perticone,25,Italy,Centre-Back,CB,£810Th.,AS Livorno,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/romano-perticone/profil/spieler/44294
Novara Calcio 1908,Allan Baclet,26,France,Centre-Forward,CF,£225Th.,Vicenza Calcio,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/allan-baclet/profil/spieler/103001
Novara Calcio 1908,Agon Mehmeti,22,Albania,Centre-Forward,CF,£1.17m,US Palermo,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/agon-mehmeti/profil/spieler/72687
Novara Calcio 1908,Ivan Valchanov,20,Bulgaria,Attacking Midfield,AM,£90Th.,FC Chavdar Etropole,Bulgaria,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/ivan-valchanov/profil/spieler/171160
Novara Calcio 1908,Francesco Parravicini,30,Italy,Defensive Midfield,DM,£225Th.,Robur Siena,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/francesco-parravicini/profil/spieler/23364
Novara Calcio 1908,Paolo Faragò,19,Italy,Right-Back,RB,£68Th.,Novara Primavera,Italy,-,In,2012,s,serie-b,https://www.transfermarkt.co.uk/paolo-farago/profil/spieler/167796
Novara Calcio 1908,Emanuel Gigliotti,25,Argentina,Centre-Forward,CF,£540Th.,Club Atlético San Lorenzo de Almagro,Argentina,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/emanuel-gigliotti/profil/spieler/87365
Novara Calcio 1908,Nicolò Bianchi,20,Italy,Central Midfield,CM,£68Th.,Giulianova Calcio,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/nicolo-bianchi/profil/spieler/167792
Novara Calcio 1908,Alex Pinardi,31,Italy,Defensive Midfield,DM,£225Th.,Vicenza Calcio,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/alex-pinardi/profil/spieler/19448
Novara Calcio 1908,Luigi Giorgi,25,Italy,Central Midfield,CM,£495Th.,Robur Siena,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/luigi-giorgi/profil/spieler/57389
Novara Calcio 1908,Francesco Evola,27,Italy,Central Midfield,CM,£68Th.,US Triestina,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/francesco-evola/profil/spieler/100703
Novara Calcio 1908,Simone Motta,34,Italy,Second Striker,SS,£68Th.,US Triestina,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/simone-motta/profil/spieler/22119
Novara Calcio 1908,Christian Esposito,21,Australia,Centre-Forward,CF,£90Th.,US Catanzaro,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/christian-esposito/profil/spieler/111870
Novara Calcio 1908,Alberto Cossentino,23,Italy,Centre-Back,CB,£90Th.,AS Andria BAT,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/alberto-cossentino/profil/spieler/48943
Novara Calcio 1908,Guillaume Gigliotti,22,France,Centre-Back,CB,£158Th.,US Foggia,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/guillaume-gigliotti/profil/spieler/60541
Novara Calcio 1908,Mattia Marchi,23,Italy,Centre-Forward,CF,£180Th.,FC Pavia 1911,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/mattia-marchi/profil/spieler/99408
US Sassuolo,Karim Laribi,21,Tunisia,Attacking Midfield,AM,£315Th.,US Palermo,Italy,£90Th.,In,2012,s,serie-b,https://www.transfermarkt.co.uk/karim-laribi/profil/spieler/124911
US Sassuolo,Raffaele D'Orsi,20,Italy,Centre-Back,CB,£68Th.,Foggia Calcio,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/raffaele-dorsi/profil/spieler/140303
US Sassuolo,Raman Chibsah,19,Ghana,Central Midfield,CM,£135Th.,Parma FC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/raman-chibsah/profil/spieler/199633
US Sassuolo,Richmond Boakye,19,Ghana,Centre-Forward,CF,£4.50m,Juventus FC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/richmond-boakye/profil/spieler/119213
US Sassuolo,Paolo Frascatore,20,Italy,Left-Back,LB,£225Th.,AS Roma,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/paolo-frascatore/profil/spieler/165885
US Sassuolo,Mirko Pigliacelli,19,Italy,Goalkeeper,GK,£225Th.,Parma FC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/mirko-pigliacelli/profil/spieler/165893
US Sassuolo,Andrea Catellani,24,Italy,Centre-Forward,CF,£810Th.,Calcio Catania,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/andrea-catellani/profil/spieler/87091
US Sassuolo,Domenico Berardi,17,Italy,Right Winger,RW,£68Th.,Sassuolo Primavera,Italy,-,In,2012,s,serie-b,https://www.transfermarkt.co.uk/domenico-berardi/profil/spieler/177843
US Sassuolo,Giorgio Schiavini,21,Italy,Central Midfield,CM,£113Th.,Santarcangelo Calcio,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/giorgio-schiavini/profil/spieler/153326
US Sassuolo,Davide Luppi,21,Italy,Centre-Forward,CF,£158Th.,Calcio Portogruaro-Summaga,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/davide-luppi/profil/spieler/88764
US Sassuolo,Leonardo Massoni,25,Italy,Centre-Back,CB,£225Th.,SS Virtus Lanciano,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/leonardo-massoni/profil/spieler/139744
US Sassuolo,Leonardo Pavoletti,23,Italy,Centre-Forward,CF,£540Th.,SS Virtus Lanciano,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/leonardo-pavoletti/profil/spieler/64793
US Sassuolo,Walter Bressan,31,Italy,Goalkeeper,GK,£810Th.,Varese 1910,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/walter-bressan/profil/spieler/38582
US Sassuolo,Angelo Rea,30,Italy,Centre-Back,CB,£90Th.,ASG Nocerina,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/angelo-rea/profil/spieler/24314
US Sassuolo,Diego Falcinelli,21,Italy,Centre-Forward,CF,£180Th.,SS Juve Stabia,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/diego-falcinelli/profil/spieler/119115
US Sassuolo,Lorenzo Laverone,23,Italy,Right-Back,RB,£360Th.,ASG Nocerina,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-laverone/profil/spieler/124155
US Sassuolo,Antonio Cinelli,22,Italy,Central Midfield,CM,£158Th.,FC Pavia 1911,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/antonio-cinelli/profil/spieler/73920
US Sassuolo,Nicola Ferrari,22,Italy,Centre-Forward,CF,£90Th.,Foligno Calcio,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/nicola-ferrari/profil/spieler/139564
SS Juve Stabia,Salvatore Bruno,32,Italy,Centre-Forward,CF,£360Th.,US Sassuolo,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/salvatore-bruno/profil/spieler/7108
SS Juve Stabia,William Jidayi,27,Italy,Centre-Back,CB,£270Th.,Calcio Padova,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/william-jidayi/profil/spieler/82749
SS Juve Stabia,Marco Gorzegno,31,Italy,Centre-Back,CB,£180Th.,FC Empoli,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/marco-gorzegno/profil/spieler/22243
SS Juve Stabia,Alessandro Vinci,24,Italy,Right-Back,RB,£360Th.,FC Empoli,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alessandro-vinci/profil/spieler/84904
SS Juve Stabia,Marco Ciampi,20,Italy,Centre-Back,CB,-,Teramo Calcio 1913,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/marco-ciampi/profil/spieler/187385
SS Juve Stabia,Michele Murolo,28,Italy,Centre-Back,CB,£180Th.,Spezia Calcio,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/michele-murolo/profil/spieler/104995
SS Juve Stabia,Sem Kamana,18,Cameroon,Centre-Back,CB,£45Th.,Parma Primavera,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/sem-kamana/profil/spieler/199607
SS Juve Stabia,Timothy Nocchi,21,Italy,Goalkeeper,GK,£248Th.,Juventus Primavera,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/timothy-nocchi/profil/spieler/107392
SS Juve Stabia,Riccardo Improta,18,Italy,Left Winger,LW,£180Th.,Genoa Primavera,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/riccardo-improta/profil/spieler/163489
SS Juve Stabia,Alessandro Vitiello,16,Italy,Goalkeeper,GK,-,SSC Napoli Youth,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alessandro-vitiello/profil/spieler/130376
SS Juve Stabia,Maxwell Acosty,20,Ghana,Right Winger,RW,£450Th.,ACF Fiorentina,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/maxwell-acosty/profil/spieler/102249
SS Juve Stabia,Giuseppe Figliomeni,25,Italy,Centre-Back,CB,£180Th.,Varese 1910,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-figliomeni/profil/spieler/85043
SS Juve Stabia,Gaël Genevier,30,France,Defensive Midfield,DM,£360Th.,Robur Siena,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/gael-genevier/profil/spieler/22805
SS Juve Stabia,Marco Cellini,31,Italy,Centre-Forward,CF,£450Th.,Varese 1910,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/marco-cellini/profil/spieler/42190
SS Juve Stabia,Andrea Doninelli,21,Italy,Central Midfield,CM,£90Th.,Genoa CFC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/andrea-doninelli/profil/spieler/130375
SS Juve Stabia,Jerry Mbakogu,19,Nigeria,Centre-Forward,CF,£900Th.,Calcio Padova,Italy,?,In,2012,s,serie-b,https://www.transfermarkt.co.uk/jerry-mbakogu/profil/spieler/130382
SS Juve Stabia,Daniel Kofi Agyei,20,Ghana,Defensive Midfield,DM,£270Th.,ACF Fiorentina,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/daniel-kofi-agyei/profil/spieler/132801
SS Juve Stabia,Giuseppe Scurto,28,Italy,Centre-Back,CB,£450Th.,,Without Club,-,In,2012,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-scurto/profil/spieler/24052
SS Juve Stabia,Vincenzo Iovene,20,Italy,Left Winger,LW,£68Th.,FC Aprilia Racing Club,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/vincenzo-iovene/profil/spieler/98813
SS Juve Stabia,Riccardo Cazzola,26,Italy,Central Midfield,CM,£900Th.,Atalanta BC,Italy,"End of loanJun 30, 2012",In,2012,s,serie-b,https://www.transfermarkt.co.uk/riccardo-cazzola/profil/spieler/29604
SS Virtus Lanciano,Tommaso Ceccarelli,20,Italy,Right Winger,RW,£270Th.,SS Lazio,Italy,Loan fee:£135Th.,In,2012,s,serie-b,https://www.transfermarkt.co.uk/tommaso-ceccarelli/profil/spieler/127222
SS Virtus Lanciano,Danijel Marceta,23,Slovenia,Right Winger,RW,£270Th.,FC Koper,Slovenia,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/danijel-marceta/profil/spieler/77605
SS Virtus Lanciano,Mohamed Fofana,27,France,Centre-Forward,CF,£158Th.,Città di Siracusa,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/mohamed-fofana/profil/spieler/57802
SS Virtus Lanciano,Vincenzo Pepe,25,Italy,Right Winger,RW,£135Th.,Città di Siracusa,Italy,free transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/vincenzo-pepe/profil/spieler/90200
SS Virtus Lanciano,Loris Bacchetti,19,Italy,Centre-Back,CB,£90Th.,Delfino Pescara 1936,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/loris-bacchetti/profil/spieler/167874
SS Virtus Lanciano,Emanuele Testardi,21,Italy,Centre-Forward,CF,£180Th.,UC Sampdoria,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/emanuele-testardi/profil/spieler/102563
SS Virtus Lanciano,Edmund Hottor,19,Ghana,Central Midfield,CM,£225Th.,Milan Primavera,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/edmund-hottor/profil/spieler/120772
SS Virtus Lanciano,Alberto Almici,19,Italy,Right-Back,RB,£315Th.,Atalanta BC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/alberto-almici/profil/spieler/163542
SS Virtus Lanciano,Nadir Minotti,20,Italy,Defensive Midfield,DM,£675Th.,Atalanta BC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/nadir-minotti/profil/spieler/163581
SS Virtus Lanciano,Luigi Falcone,20,Italy,Left Winger,LW,£135Th.,US Lecce,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/luigi-falcone/profil/spieler/134885
SS Virtus Lanciano,Nicola Leali,19,Italy,Goalkeeper,GK,£3.15m,Juventus FC,Italy,loan transfer,In,2012,s,serie-b,https://www.transfermarkt.co.uk/nicola-leali/profil/spieler/136111
