Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Empoli,Renato Dossena,21,Italy,Goalkeeper,GK,£90Th.,Rovigo Calcio,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/renato-dossena/profil/spieler/38668
FC Empoli,Mirko Valdifiori,22,Italy,Defensive Midfield,DM,-,Legnano AC,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mirko-valdifiori/profil/spieler/84903
FC Empoli,Matteo Negrini,25,Italy,Right Winger,RW,-,Pro Patria Gallaratese GB,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/matteo-negrini/profil/spieler/84900
FC Empoli,Matteo Bonatti,27,Italy,Centre-Back,CB,£68Th.,AS Lucchese Libertas,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/matteo-bonatti/profil/spieler/41919
FC Empoli,Gianluigi Bianco,19,Italy,Left-Back,LB,-,UC Sampdoria,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/gianluigi-bianco/profil/spieler/61778
FC Empoli,Daniele Corvia,23,Italy,Centre-Forward,CF,£1.08m,Robur Siena,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/daniele-corvia/profil/spieler/16863
FC Empoli,Cristian Pasquato,19,Italy,Second Striker,SS,-,Juventus Primavera,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/cristian-pasquato/profil/spieler/62379
FC Empoli,Gabriele Angella,19,Italy,Centre-Back,CB,-,Empoli Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/gabriele-angella/profil/spieler/86793
FC Empoli,Alberto Pelagotti,19,Italy,Goalkeeper,GK,-,Empoli Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/alberto-pelagotti/profil/spieler/56921
FC Empoli,Levan Mchedlidze,18,Georgia,Centre-Forward,CF,-,Empoli Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/levan-mchedlidze/profil/spieler/56912
FC Empoli,Giuseppe Arvia,20,Italy,Central Midfield,CM,-,Empoli Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-arvia/profil/spieler/56893
FC Empoli,Claudio Coralli,25,Italy,Centre-Forward,CF,£45Th.,AS Cittadella,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/claudio-coralli/profil/spieler/47652
FC Empoli,Francesco Lodi,24,Italy,Defensive Midfield,DM,£900Th.,Frosinone Calcio,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/francesco-lodi/profil/spieler/6033
FC Empoli,Christian Cesaretti,21,Italy,Centre-Forward,CF,-,AS Lucchese Libertas,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/christian-cesaretti/profil/spieler/84460
FC Empoli,Gianluca Musacci,21,Italy,Central Midfield,CM,£180Th.,US Massese 1919,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/gianluca-musacci/profil/spieler/71302
FC Empoli,Pietro Arcidiacono,20,Italy,Left Winger,LW,-,AC Monza Brianza,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/pietro-arcidiacono/profil/spieler/84897
AS Livorno,Romano Perticone,21,Italy,Centre-Back,CB,£45Th.,AC Milan,Italy,£1.08m,In,2008,s,serie-b,https://www.transfermarkt.co.uk/romano-perticone/profil/spieler/44294
AS Livorno,Marcus Diniz,20,Brazil,Centre-Back,CB,-,AC Milan,Italy,£540Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/marcus-diniz/profil/spieler/56621
AS Livorno,Antonio Candreva,21,Italy,Right Midfield,RM,£450Th.,Udinese Calcio,Italy,Loan fee:£450Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/antonio-candreva/profil/spieler/25488
AS Livorno,Andrea Migliorini,20,Italy,Defensive Midfield,DM,£45Th.,Udinese Primavera,Italy,£450Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-migliorini/profil/spieler/28075
AS Livorno,Giuseppe Rizza,21,Italy,Left Midfield,LM,-,Juventus Primavera,Italy,£180Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-rizza/profil/spieler/85115
AS Livorno,Leonardo Migliónico,28,Uruguay,Centre-Back,CB,£270Th.,UC Sampdoria,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/leonardo-miglionico/profil/spieler/21895
AS Livorno,Federico Laurito,18,Argentina,Centre-Forward,CF,£450Th.,Udinese Calcio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/federico-laurito/profil/spieler/44371
AS Livorno,Aleandro Rosi,21,Italy,Right-Back,RB,£1.08m,AS Roma,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/aleandro-rosi/profil/spieler/34239
AS Livorno,Emanuele Terranova,21,Italy,Centre-Back,CB,-,Vicenza Calcio,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/emanuele-terranova/profil/spieler/61770
AS Livorno,Riccardo Bonetto,29,Italy,Left-Back,LB,£720Th.,SS Lazio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/riccardo-bonetto/profil/spieler/17173
AS Livorno,Alessandro Vono,20,Italy,Goalkeeper,GK,-,Juventus FC,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/alessandro-vono/profil/spieler/88880
AS Livorno,Luca Mazzoni,24,Italy,Goalkeeper,GK,£45Th.,Calcio Lecco 1912,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/luca-mazzoni/profil/spieler/28023
AS Livorno,Tomas Danilevicius,29,Lithuania,Centre-Forward,CF,£630Th.,US Grosseto FC,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/tomas-danilevicius/profil/spieler/4049
AS Livorno,Paulinho,22,Brazil,Centre-Forward,CF,£1.58m,US Grosseto FC,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/paulinho/profil/spieler/29424
US Grosseto FC,Flavio Lazzari,21,Italy,Attacking Midfield,AM,£90Th.,Udinese Calcio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/flavio-lazzari/profil/spieler/33340
US Grosseto FC,Leandro Vitiello,22,Italy,Defensive Midfield,DM,£45Th.,US Sambenedettese,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/leandro-vitiello/profil/spieler/57473
US Grosseto FC,Paolo Acerbis,27,Italy,Goalkeeper,GK,£135Th.,US Triestina,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/paolo-acerbis/profil/spieler/22232
US Grosseto FC,Sandro Porchia,31,Italy,Centre-Back,CB,£450Th.,Rimini FC,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/sandro-porchia/profil/spieler/22142
US Grosseto FC,Nicolás Córdova,29,Chile,Central Midfield,CM,£1.62m,AC Rinascita Messina,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/nicolas-cordova/profil/spieler/21230
US Grosseto FC,Eros Corradini,19,Italy,Goalkeeper,GK,£45Th.,Parma Primavera,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/eros-corradini/profil/spieler/54903
US Grosseto FC,Nicola Mora,28,Italy,Left-Back,LB,£68Th.,US Foggia,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/nicola-mora/profil/spieler/30649
US Grosseto FC,Alessandro Caparco,24,Italy,Goalkeeper,GK,-,US Ivrea Calcio,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/alessandro-caparco/profil/spieler/85260
US Grosseto FC,Daniele Federici,20,Italy,Left-Back,LB,-,Inter Milan Primavera,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/daniele-federici/profil/spieler/86344
US Grosseto FC,Mariano Stendardo,25,Italy,Centre-Back,CB,£113Th.,Genoa CFC,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mariano-stendardo/profil/spieler/24331
US Grosseto FC,Marco Sansovini,28,Italy,Centre-Forward,CF,-,Delfino Pescara 1936,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/marco-sansovini/profil/spieler/85276
US Grosseto FC,Salvatore Francesco Moring,19,Italy,Centre-Back,CB,-,AS Rosarno,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/salvatore-francesco-moring/profil/spieler/89338
US Grosseto FC,Ferdinando Sforzini,23,Italy,Centre-Forward,CF,£1.17m,Udinese Calcio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/ferdinando-sforzini/profil/spieler/33349
AC Pisa 1909,Alessandro Birindelli,33,Italy,Right-Back,RB,£450Th.,Juventus FC,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/alessandro-birindelli/profil/spieler/5753
AC Pisa 1909,Daniele Degano,25,Italy,Second Striker,SS,£360Th.,Reggina Calcio,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/daniele-degano/profil/spieler/16892
AC Pisa 1909,Ivan Radovanovic,19,Serbia,Defensive Midfield,DM,£1.17m,Atalanta BC,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/ivan-radovanovic/profil/spieler/46105
AC Pisa 1909,Édgar Álvarez,28,Honduras,Right Midfield,RM,£810Th.,AS Roma,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/edgar-alvarez/profil/spieler/28006
AC Pisa 1909,Alessandro Ferri,20,Italy,Right-Back,RB,-,AC Mantova 1911,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/alessandro-ferri/profil/spieler/88369
AC Pisa 1909,Thomas Job,23,Cameroon,Right Winger,RW,£765Th.,Ascoli Calcio 1898,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/thomas-job/profil/spieler/16897
AC Pisa 1909,Mirco Gasparetto,28,Italy,Centre-Forward,CF,£450Th.,Chievo Verona,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mirco-gasparetto/profil/spieler/22111
AC Pisa 1909,Joelson,25,Brazil,Right Winger,RW,£720Th.,Reggina Calcio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/joelson/profil/spieler/23233
AC Pisa 1909,Silvano Raggio Garibaldi,19,Italy,Defensive Midfield,DM,£180Th.,Genoa Primavera,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/silvano-raggio-garibaldi/profil/spieler/56683
AC Pisa 1909,Giuseppe Greco,24,Italy,Centre-Forward,CF,£360Th.,Genoa CFC,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-greco/profil/spieler/44137
AC Pisa 1909,Andrea Guglielmi,19,Italy,midfield,midfield,-,,Unknown,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-guglielmi/profil/spieler/448465
AC Pisa 1909,Emanuele Musca,22,Italy,Centre-Back,CB,-,Varese 1910,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/emanuele-musca/profil/spieler/99409
AC Pisa 1909,Matteo Piccinni,22,Italy,Centre-Back,CB,-,Udinese Calcio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/matteo-piccinni/profil/spieler/85523
AC Pisa 1909,Enrico Alfonso,20,Italy,Goalkeeper,GK,£450Th.,FC Internazionale,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/enrico-alfonso/profil/spieler/34334
AC Pisa 1909,Matías Masiero,20,Uruguay,Second Striker,SS,£450Th.,Genoa CFC,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/matias-masiero/profil/spieler/65849
AC Pisa 1909,Adrian Pit,24,Romania,Left Midfield,LM,£45Th.,AS Roma,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/adrian-pit/profil/spieler/19924
AC Pisa 1909,Francesco Bombagi,18,Italy,Attacking Midfield,AM,-,AC Pisa Berretti,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/francesco-bombagi/profil/spieler/93292
AC Pisa 1909,Daniele Balli,41,Italy,Goalkeeper,GK,£180Th.,,Without Club,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/daniele-balli/profil/spieler/16747
Ascoli Calcio 1898,Andrea Luci,23,Italy,Defensive Midfield,DM,£450Th.,Juventus FC,Italy,£93Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-luci/profil/spieler/43271
Ascoli Calcio 1898,Cristian Bucchi,31,Italy,Centre-Forward,CF,£1.17m,SSC Napoli,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/cristian-bucchi/profil/spieler/16846
Ascoli Calcio 1898,Matteo Camillini,25,Italy,Left-Back,LB,£45Th.,AC Bellaria Igea Marina,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/matteo-camillini/profil/spieler/24299
Ascoli Calcio 1898,Edgar Cani,18,Albania,Centre-Forward,CF,£900Th.,US Palermo,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/edgar-cani/profil/spieler/61863
Ascoli Calcio 1898,Simone Masini,23,Italy,Second Striker,SS,£90Th.,AS Lucchese Libertas,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/simone-masini/profil/spieler/29592
Ascoli Calcio 1898,Davide Zomer,30,Italy,Goalkeeper,GK,£90Th.,AC Lumezzane,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/davide-zomer/profil/spieler/21874
Ascoli Calcio 1898,Riccardo Durandi,18,Italy,Goalkeeper,GK,-,Udinese Primavera,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/riccardo-durandi/profil/spieler/120204
Ascoli Calcio 1898,Domenico Falco,23,Italy,Centre-Forward,CF,-,US Massese 1919,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/domenico-falco/profil/spieler/84767
Ascoli Calcio 1898,Carlo Luisi,31,Italy,Central Midfield,CM,£180Th.,AC Pisa 1909,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/carlo-luisi/profil/spieler/21894
Ascoli Calcio 1898,Ilario Aloe,22,Italy,Right Winger,RW,£360Th.,Ravenna Calcio,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/ilario-aloe/profil/spieler/39981
Ascoli Calcio 1898,Francesco Di Tacchio,18,Italy,Defensive Midfield,DM,-,Ascoli Picchio Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/francesco-di-tacchio/profil/spieler/84766
Ascoli Calcio 1898,Steeve Gerard Fanka,20,Cameroon,Centre-Back,CB,-,Ascoli Picchio Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/steeve-gerard-fanka/profil/spieler/112637
Ascoli Calcio 1898,Fabio Oretti,19,Italy,Central Midfield,CM,£45Th.,Ascoli Picchio Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/fabio-oretti/profil/spieler/57442
Ascoli Calcio 1898,Mirko Pennesi,19,Italy,Goalkeeper,GK,-,Ascoli Picchio Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mirko-pennesi/profil/spieler/88775
Ascoli Calcio 1898,Enrico Guarna,22,Italy,Goalkeeper,GK,£45Th.,AC Ancona,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/enrico-guarna/profil/spieler/22304
Piacenza FC,Alessio Stamilla,25,Italy,Left Midfield,LM,£135Th.,Hellas Verona,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/alessio-stamilla/profil/spieler/41987
Piacenza FC,Davide Moscardelli,28,Italy,Centre-Forward,CF,£1.08m,AC Cesena,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/davide-moscardelli/profil/spieler/21942
Piacenza FC,Mattia Graffiedi,28,Italy,Centre-Forward,CF,£720Th.,US Triestina,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mattia-graffiedi/profil/spieler/6395
Piacenza FC,Mirko Eramo,19,Italy,Central Midfield,CM,-,UC Sampdoria,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mirko-eramo/profil/spieler/61783
Piacenza FC,Andrea Mengoni,24,Italy,Centre-Back,CB,£405Th.,Chievo Verona,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-mengoni/profil/spieler/38657
Piacenza FC,Cesare Rickler,21,Italy,Centre-Back,CB,£450Th.,Chievo Verona,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/cesare-rickler/profil/spieler/41938
Piacenza FC,Emanuele Ferraro,29,Italy,Centre-Forward,CF,-,Salernitana Calcio 1919,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/emanuele-ferraro/profil/spieler/83140
Piacenza FC,Mattia Lanzano,17,Italy,Goalkeeper,GK,-,Piacenza Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/mattia-lanzano/profil/spieler/83148
Piacenza FC,Andrea Maccoppi,21,Italy,Central Midfield,CM,-,Piacenza Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-maccoppi/profil/spieler/76113
Piacenza FC,Simone Guerra,18,Italy,Centre-Forward,CF,-,Piacenza Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/simone-guerra/profil/spieler/76110
Piacenza FC,Simone Menichetti,19,Italy,Right-Back,RB,-,Piacenza Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/simone-menichetti/profil/spieler/146938
Piacenza FC,Stefano Avogadri,22,Italy,Right-Back,RB,£45Th.,Legnano AC,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/stefano-avogadri/profil/spieler/21892
Piacenza FC,Houssine Kharja,25,Morocco,Central Midfield,CM,£2.07m,Robur Siena,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/houssine-kharja/profil/spieler/21822
Rimini FC,Michele Rinaldi,21,Italy,Centre-Back,CB,£180Th.,Atalanta BC,Italy,£540Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/michele-rinaldi/profil/spieler/44666
Rimini FC,Blazej Augustyn,20,Poland,Centre-Back,CB,£90Th.,Legia Warszawa,Poland,Loan fee:£45Th.,In,2008,s,serie-b,https://www.transfermarkt.co.uk/blazej-augustyn/profil/spieler/42029
Rimini FC,Andrea Sottil,34,Italy,Centre-Back,CB,£270Th.,Calcio Catania,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-sottil/profil/spieler/5886
Rimini FC,Federico Agliardi,25,Italy,Goalkeeper,GK,£630Th.,US Palermo,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/federico-agliardi/profil/spieler/16888
Rimini FC,Giacomo Cipriani,27,Italy,Centre-Forward,CF,£270Th.,US Avellino,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/giacomo-cipriani/profil/spieler/6007
Rimini FC,Marco Mancosu,19,Italy,Attacking Midfield,AM,£450Th.,Cagliari Calcio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/marco-mancosu/profil/spieler/51736
Rimini FC,Athos Ferretti,25,Italy,Attacking Midfield,AM,-,Armando Picchi Calcio,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/athos-ferretti/profil/spieler/90910
Brescia Calcio,Domenico Morfeo,32,Italy,Attacking Midfield,AM,£540Th.,Parma FC,Italy,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/domenico-morfeo/profil/spieler/5786
Brescia Calcio,Quinton Fortune,31,South Africa,Central Midfield,CM,£720Th.,Sheffield United,England,free transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/quinton-fortune/profil/spieler/3541
Brescia Calcio,Marco Gorzegno,27,Italy,Centre-Back,CB,£360Th.,ASD Spezia Calcio 2008,Italy,?,In,2008,s,serie-b,https://www.transfermarkt.co.uk/marco-gorzegno/profil/spieler/22243
Brescia Calcio,Roberto Baronio,30,Italy,Defensive Midfield,DM,£630Th.,SS Lazio,Italy,loan transfer,In,2008,s,serie-b,https://www.transfermarkt.co.uk/roberto-baronio/profil/spieler/6089
Brescia Calcio,Bartosz Salamon,17,Poland,Centre-Back,CB,-,Brescia Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/bartosz-salamon/profil/spieler/71019
Brescia Calcio,Benjamin Owusu,18,Ghana,Left-Back,LB,-,Brescia Primavera,Italy,-,In,2008,s,serie-b,https://www.transfermarkt.co.uk/benjamin-owusu/profil/spieler/90915
Brescia Calcio,Andrea Alberti,23,Italy,Centre-Forward,CF,£270Th.,SS Virtus Lanciano,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/andrea-alberti/profil/spieler/16889
Brescia Calcio,Luis Alfageme,23,Argentina,Centre-Forward,CF,£90Th.,US Sambenedettese,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/luis-alfageme/profil/spieler/43079
Brescia Calcio,Sebastien De Maio,21,France,Centre-Back,CB,£45Th.,Celano FC Olimpia,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/sebastien-de-maio/profil/spieler/56830
Brescia Calcio,Abderrazzak Jadid,25,Morocco,Central Midfield,CM,£135Th.,AS Bari,Italy,"End of loanJun 30, 2008",In,2008,s,serie-b,https://www.transfermarkt.co.uk/abderrazzak-jadid/profil/spieler/16896
