Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Juventus FC,Simone Bentivoglio,21,Italy,Central Midfield,CM,£45Th.,AC Mantova 1911,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/simone-bentivoglio/profil/spieler/34909
Juventus FC,Matteo Paro,23,Italy,Central Midfield,CM,£315Th.,Robur Siena,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/matteo-paro/profil/spieler/7100
Juventus FC,Raffaele Palladino,22,Italy,Left Winger,LW,£3.78m,AS Livorno,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/raffaele-palladino/profil/spieler/28855
Juventus FC,Abdoulay Konko,22,France,Right-Back,RB,£540Th.,FC Crotone,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/abdoulay-konko/profil/spieler/22139
Juventus FC,Rey Volpato,19,Italy,Centre-Forward,CF,£90Th.,Robur Siena,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/rey-volpato/profil/spieler/35847
Juventus FC,Andrea Masiello,20,Italy,Centre-Back,CB,£45Th.,US Avellino,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-masiello/profil/spieler/34198
Juventus FC,Andrea Luci,21,Italy,Defensive Midfield,DM,-,SEF Torres 1903,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-luci/profil/spieler/43271
Juventus FC,Davide Chiumiento,21,Switzerland,Attacking Midfield,AM,£1.13m,Le Mans Union Club 72,France,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/davide-chiumiento/profil/spieler/17332
Juventus FC,Felice Piccolo,22,Italy,Centre-Back,CB,£360Th.,SS Lazio,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/felice-piccolo/profil/spieler/28029
Juventus FC,Orlando Urbano,22,Italy,Centre-Back,CB,-,US Catanzaro,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/orlando-urbano/profil/spieler/39687
Juventus FC,Alessandro La Vecchia,21,Italy,midfield,midfield,-,US Ivrea Calcio,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/alessandro-la-vecchia/profil/spieler/398605
Treviso FBC 1993,Massimo Gobbi,26,Italy,Left-Back,LB,£1.80m,Cagliari Calcio,Italy,£1.80m,In,2006,s,serie-b,https://www.transfermarkt.co.uk/massimo-gobbi/profil/spieler/28020
Treviso FBC 1993,Gianni Guigou,31,Uruguay,Defensive Midfield,DM,£720Th.,ACF Fiorentina,Italy,£450Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/gianni-guigou/profil/spieler/5954
Treviso FBC 1993,Maxminio Montresor,26,Brazil,Goalkeeper,GK,-,Olaria Atlético Clube (RJ),Brazil,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/maxminio-montresor/profil/spieler/44035
Treviso FBC 1993,Daniel Baldi,24,Uruguay,Centre-Forward,CF,-,Mineros de Guayana,Venezuela,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/daniel-baldi/profil/spieler/44808
Treviso FBC 1993,Alessandro Moro,21,Italy,Defensive Midfield,DM,£180Th.,Ascoli Calcio 1898,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/alessandro-moro/profil/spieler/39849
Treviso FBC 1993,Walter Baseggio,27,Belgium,Central Midfield,CM,£1.35m,RSC Anderlecht,Belgium,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/walter-baseggio/profil/spieler/9590
Treviso FBC 1993,Francesco Mignogna,22,Italy,Left Winger,LW,-,Taranto FC 1927,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/francesco-mignogna/profil/spieler/41718
Treviso FBC 1993,Massimo Ganci,24,Italy,Centre-Forward,CF,£630Th.,Piacenza FC,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/massimo-ganci/profil/spieler/28019
Treviso FBC 1993,Vlada Avramov,27,Serbia,Goalkeeper,GK,£450Th.,ACF Fiorentina,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/vlada-avramov/profil/spieler/22185
Treviso FBC 1993,Daniele Quadrini,26,Italy,Right Winger,RW,-,Calcio Padova,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/daniele-quadrini/profil/spieler/40111
Treviso FBC 1993,Andrea Poli,16,Italy,Central Midfield,CM,-,Treviso Juniores,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-poli/profil/spieler/44834
Treviso FBC 1993,Alberto Frison,18,Italy,Goalkeeper,GK,-,Treviso Juniores,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/alberto-frison/profil/spieler/44832
Treviso FBC 1993,Divine Fonjock,19,Cameroon,Defensive Midfield,DM,-,Treviso Juniores,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/divine-fonjock/profil/spieler/23356
Treviso FBC 1993,Roberto Chiappara,32,Italy,Right Midfield,RM,-,Modena FC,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/roberto-chiappara/profil/spieler/23349
Treviso FBC 1993,Damien Florian,19,Italy,Centre-Forward,CF,-,Unione Sanremo,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/damien-florian/profil/spieler/23355
Treviso FBC 1993,Riccardo Gissi,26,Italy,Defensive Midfield,DM,£90Th.,US Catanzaro,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/riccardo-gissi/profil/spieler/28867
Treviso FBC 1993,Stefano Dall'Acqua,24,Italy,Centre-Forward,CF,-,Calcio Catania,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/stefano-dallacqua/profil/spieler/23352
Treviso FBC 1993,Alessio Sestu,22,Italy,Right Winger,RW,-,AC Mantova 1911,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/alessio-sestu/profil/spieler/23367
UC AlbinoLeffe,Santos,25,Brazil,Centre-Back,CB,£90Th.,AC Monza Brianza,Italy,£576Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/santos/profil/spieler/19439
UC AlbinoLeffe,Nicola Ferrari,22,Italy,Centre-Forward,CF,-,FC Crotone,Italy,£495Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/nicola-ferrari/profil/spieler/38646
UC AlbinoLeffe,Federico Marchetti,23,Italy,Goalkeeper,GK,£45Th.,AS Biellese,Italy,£450Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/federico-marchetti/profil/spieler/22318
UC AlbinoLeffe,Davide Caremi,22,Italy,Central Midfield,CM,£45Th.,Delfino Pescara 1936,Italy,£117Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/davide-caremi/profil/spieler/28831
UC AlbinoLeffe,Duccio Innocenti,30,Italy,Centre-Back,CB,£315Th.,Atalanta BC,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/duccio-innocenti/profil/spieler/6164
UC AlbinoLeffe,Giuliano Lamma,25,Italy,Centre-Back,CB,-,AC Prato,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/giuliano-lamma/profil/spieler/41232
UC AlbinoLeffe,Andrea Rabito,26,Italy,Right Winger,RW,£135Th.,Rimini FC,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-rabito/profil/spieler/21765
UC AlbinoLeffe,Mario Donadoni,26,Italy,Centre-Back,CB,£180Th.,US Cremonese,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/mario-donadoni/profil/spieler/30634
UC AlbinoLeffe,Marco Cellini,25,Italy,Centre-Forward,CF,-,Perugia Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/marco-cellini/profil/spieler/42190
UC AlbinoLeffe,Federico Peluso,22,Italy,Centre-Back,CB,£180Th.,Ternana Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/federico-peluso/profil/spieler/21763
UC AlbinoLeffe,Massimiliano Pesenti,19,Italy,Centre-Forward,CF,-,AlbinoLeffe Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-pesenti/profil/spieler/101919
UC AlbinoLeffe,Paolo Acerbis,25,Italy,Goalkeeper,GK,£450Th.,AS Livorno,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/paolo-acerbis/profil/spieler/22232
UC AlbinoLeffe,Christian Araboni,27,Italy,Centre-Forward,CF,£450Th.,Salernitana Calcio 1919,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/christian-araboni/profil/spieler/22233
UC AlbinoLeffe,Andrea Cristiano,21,Italy,Left Midfield,LM,£45Th.,Novara Calcio 1908,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-cristiano/profil/spieler/23191
UC AlbinoLeffe,Gabriele Perico,22,Italy,Right-Back,RB,£72Th.,AC Monza Brianza,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/gabriele-perico/profil/spieler/28817
UC AlbinoLeffe,Alessandro Diamanti,23,Italy,Attacking Midfield,AM,£270Th.,AC Prato,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/alessandro-diamanti/profil/spieler/23197
Delfino Pescara 1936,Simone Felci,24,Italy,Right Midfield,RM,-,Giulianova Calcio,Italy,£126Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/simone-felci/profil/spieler/42763
Delfino Pescara 1936,Marco Ferrante,35,Italy,Centre-Forward,CF,£720Th.,Ascoli Calcio 1898,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/marco-ferrante/profil/spieler/21883
Delfino Pescara 1936,Andrea De Falco,20,Italy,Central Midfield,CM,£68Th.,Fiorentina Primavera,Italy,£450,In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-de-falco/profil/spieler/16848
Delfino Pescara 1936,Massimo Demartis,31,Italy,Centre-Back,CB,£315Th.,SEF Torres 1903,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/massimo-demartis/profil/spieler/22315
Delfino Pescara 1936,Andrea Luci,21,Italy,Defensive Midfield,DM,£180Th.,Juventus FC,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-luci/profil/spieler/43271
Delfino Pescara 1936,Damiano Moscardi,32,Italy,Right Midfield,RM,£225Th.,Vicenza Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/damiano-moscardi/profil/spieler/28872
Delfino Pescara 1936,Vitangelo Spadavecchia,23,Italy,Goalkeeper,GK,£90Th.,AS Bari,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/vitangelo-spadavecchia/profil/spieler/22125
Delfino Pescara 1936,Filippo Antonelli Agomeri,28,Italy,Right Winger,RW,£315Th.,Chievo Verona,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/filippo-antonelli-agomeri/profil/spieler/22307
Delfino Pescara 1936,Marco Rigoni,26,Italy,Central Midfield,CM,-,Ternana Calcio,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/marco-rigoni/profil/spieler/21954
Delfino Pescara 1936,Giovanni Scappaticci,18,Italy,midfield,midfield,-,,Unknown,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/giovanni-scappaticci/profil/spieler/236348
Delfino Pescara 1936,Romeo Papini,23,Italy,Defensive Midfield,DM,-,Ternana Calcio,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/romeo-papini/profil/spieler/38651
Delfino Pescara 1936,Stefano Olivieri,23,Italy,Centre-Back,CB,-,Giulianova Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/stefano-olivieri/profil/spieler/42885
Delfino Pescara 1936,Remo Amadio,18,Italy,Goalkeeper,GK,-,Pescara Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/remo-amadio/profil/spieler/42836
Delfino Pescara 1936,Alessandro Rapino,18,Italy,Centre-Back,CB,-,Pescara Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/alessandro-rapino/profil/spieler/140315
Delfino Pescara 1936,Edgar Cani,16,Albania,Centre-Forward,CF,-,Pescara Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/edgar-cani/profil/spieler/61863
Delfino Pescara 1936,Matteo Ciofani,18,Italy,Centre-Back,CB,-,Pescara Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/matteo-ciofani/profil/spieler/119355
Delfino Pescara 1936,Marco Di Matteo,19,Italy,Centre-Forward,CF,-,Pescara Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/marco-di-matteo/profil/spieler/102564
Delfino Pescara 1936,Marco Pomante,22,Italy,Centre-Back,CB,£90Th.,ASD Chieti,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/marco-pomante/profil/spieler/22757
Delfino Pescara 1936,Andrea Carozza,21,Italy,midfield,midfield,£45Th.,AC Pisa 1909,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-carozza/profil/spieler/22269
Delfino Pescara 1936,Luca Paponetti,21,Italy,Centre-Forward,CF,-,SS Virtus Lanciano,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/luca-paponetti/profil/spieler/22284
Delfino Pescara 1936,Davide Caremi,22,Italy,Central Midfield,CM,£45Th.,SS Virtus Lanciano,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/davide-caremi/profil/spieler/28831
Hellas Verona,Gianluca Di Giulio,34,Italy,Defensive Midfield,DM,£45Th.,Rimini FC,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/gianluca-di-giulio/profil/spieler/30631
Hellas Verona,Lorenzo Sibilano,27,Italy,Centre-Back,CB,£360Th.,AS Bari,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-sibilano/profil/spieler/22152
Hellas Verona,Romano Perticone,19,Italy,Centre-Back,CB,-,AC Milan,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/romano-perticone/profil/spieler/44294
Hellas Verona,Diego Di Chiara,26,Italy,Central Midfield,CM,-,US Pistoiese 1921,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/diego-di-chiara/profil/spieler/44304
Hellas Verona,Andrea Cossu,26,Italy,Attacking Midfield,AM,£1.08m,Cagliari Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-cossu/profil/spieler/21861
Hellas Verona,Claudio Ferrarese,27,Italy,Right Winger,RW,£360Th.,Torino FC,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/claudio-ferrarese/profil/spieler/28852
Hellas Verona,Federico Nieto,22,Argentina,Centre-Forward,CF,£450Th.,Genoa CFC,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/federico-nieto/profil/spieler/30858
Hellas Verona,Leandro Greco,19,Italy,Central Midfield,CM,£90Th.,AS Roma,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/leandro-greco/profil/spieler/39831
Hellas Verona,Salvatore Ricca,22,Italy,Centre-Back,CB,-,Vigor Lamezia Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/salvatore-ricca/profil/spieler/44295
Hellas Verona,Giovanni Foderaro,21,Italy,Centre-Forward,CF,-,Vigor Lamezia Calcio,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/giovanni-foderaro/profil/spieler/44289
Hellas Verona,Luca Loschi,19,Italy,Goalkeeper,GK,-,ASDC Borgomanero,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/luca-loschi/profil/spieler/61388
Hellas Verona,Ivan Pedrelli,20,Italy,Right-Back,RB,-,Bologna FC 1909,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/ivan-pedrelli/profil/spieler/38601
Hellas Verona,Daniele Magliocchetti,20,Italy,Centre-Back,CB,-,AS Roma,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/daniele-magliocchetti/profil/spieler/44290
Hellas Verona,Luigi Anaclerio,25,Italy,attack,attack,£180Th.,AS Bari,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/luigi-anaclerio/profil/spieler/22322
Hellas Verona,Luigi Sartor,31,Italy,Right-Back,RB,£450Th.,FC Sopron,Hungary,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/luigi-sartor/profil/spieler/5941
Hellas Verona,Salif Dianda,18,Burkina Faso,Right Midfield,RM,-,Hellas Verona Primavera,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/salif-dianda/profil/spieler/84544
Hellas Verona,Desmond N'Ze,17,Italy,Centre-Back,CB,-,Hellas Verona Youth,Italy,-,In,2006,s,serie-b,https://www.transfermarkt.co.uk/desmond-nze/profil/spieler/88376
Hellas Verona,Craig Davies,21,Wales,Centre-Forward,CF,£270Th.,Wolverhampton Wanderers,England,"End of loanMay 1, 2007",In,2006,s,serie-b,https://www.transfermarkt.co.uk/craig-davies/profil/spieler/38586
Hellas Verona,Simon Laner,22,Italy,Central Midfield,CM,-,US Castelnuovo Garfagnana,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/simon-laner/profil/spieler/44336
Hellas Verona,Andrea Doardo,22,Italy,midfield,midfield,£45Th.,Cuoiopelli Cappiano Romaiano,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/andrea-doardo/profil/spieler/28865
Hellas Verona,Stefano Pastrello,22,Italy,Right Midfield,RM,-,ASD Modica Calcio,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/stefano-pastrello/profil/spieler/148598
Hellas Verona,Giuseppe Colucci,25,Italy,Central Midfield,CM,£1.80m,AS Livorno,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-colucci/profil/spieler/6717
Modena FC,Antonio Marasco,19,Italy,midfield,midfield,£45Th.,SC YF Juventus Zürich,Switzerland,£225Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/antonio-marasco/profil/spieler/33519
Modena FC,Flavio Lazzari,19,Italy,Attacking Midfield,AM,£90Th.,Udinese Calcio,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/flavio-lazzari/profil/spieler/33340
Modena FC,Luca Ungari,31,Italy,Centre-Back,CB,£540Th.,Torino FC,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/luca-ungari/profil/spieler/6041
Modena FC,Cris Gilioli,23,Italy,Right Midfield,RM,-,US Sassuolo,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/cris-gilioli/profil/spieler/44312
Modena FC,Ignazio Abate,19,Italy,Right-Back,RB,£45Th.,AC Milan,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/ignazio-abate/profil/spieler/16631
Modena FC,Luca Baldo,23,Italy,Central Midfield,CM,-,US Sassuolo,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/luca-baldo/profil/spieler/43081
Modena FC,Jacopo Vergari,18,Italy,Goalkeeper,GK,-,,Unknown,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/jacopo-vergari/profil/spieler/368863
Modena FC,Angelo Antonazzo,24,Italy,Right-Back,RB,£180Th.,Ascoli Calcio 1898,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/angelo-antonazzo/profil/spieler/38577
Modena FC,Simone Bentivoglio,21,Italy,Central Midfield,CM,£45Th.,Chievo Verona,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/simone-bentivoglio/profil/spieler/34909
Modena FC,Alex Pinardi,25,Italy,Defensive Midfield,DM,£900Th.,US Lecce,Italy,?,In,2006,s,serie-b,https://www.transfermarkt.co.uk/alex-pinardi/profil/spieler/19448
Modena FC,Ferdinando Sforzini,21,Italy,Centre-Forward,CF,£180Th.,Udinese Calcio,Italy,loan transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/ferdinando-sforzini/profil/spieler/33349
Modena FC,Giuseppe Gemiti,25,Germany,Left-Back,LB,£450Th.,Chievo Verona,Italy,"End of loanJun 30, 2006",In,2006,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-gemiti/profil/spieler/735
SSC Napoli,György Garics,22,Austria,Right-Back,RB,£540Th.,Rapid Vienna,Austria,£630Th.,In,2006,s,serie-b,https://www.transfermarkt.co.uk/gyorgy-garics/profil/spieler/2926
SSC Napoli,Rubén Maldonado,27,Paraguay,Centre-Back,CB,£180Th.,SSC Venezia,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/ruben-maldonado/profil/spieler/6152
SSC Napoli,Samuele Dalla Bona,25,Italy,Central Midfield,CM,£2.25m,AC Milan,Italy,free transfer,In,2006,s,serie-b,https://www.transfermarkt.co.uk/samuele-dalla-bona/profil/spieler/4291
