Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile
Torino Calcio,Nicola Mora,20,Italia,Terzino sinistro,TS,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-mora/profil/spieler/30649
Torino Calcio,Diego De Ascentis,23,Italia,Mediano,M,-,Milan AC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/diego-de-ascentis/profil/spieler/21880
Torino Calcio,Stefan Schwoch,30,Italia,Punta centrale,P,-,SSC Napoli,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/stefan-schwoch/profil/spieler/22212
Torino Calcio,Simone Tiribocchi,23,Italia,Punta centrale,P,-,Robur Siena,Italia,Fine prestito30/giu/2001,In,2000,s,serie-b,https://www.transfermarkt.it/simone-tiribocchi/profil/spieler/21700
Torino Calcio,Riccardo Fissore,20,Italia,Difensore centrale,DC,-,AC Juve Stabia,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/riccardo-fissore/profil/spieler/22209
Torino Calcio,Franco Semioli,20,Italia,Ala destra,AD,-,US Salernitana,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/franco-semioli/profil/spieler/6154
Torino Calcio,Antonino Asta,29,Italia,Centrocampista di destra,CD,-,SSC Napoli,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/antonino-asta/profil/spieler/192381
Torino Calcio,Andrea Citterio,24,Italia,Difensore centrale,DC,-,Fermana Calcio 1920,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/andrea-citterio/profil/spieler/300678
Torino Calcio,Simone Tiribocchi,22,Italia,Punta centrale,P,-,FC Sporting Benevento,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/simone-tiribocchi/profil/spieler/21700
US Salernitana,Nicola Campedelli,21,Italia,Centrocampista di destra,CD,-,AC Cesena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/nicola-campedelli/profil/spieler/6044
US Salernitana,Diego Ramiro Quintero,22,Argentina,Punta centrale,P,-,,Sconosciuto,?,In,2000,s,serie-b,https://www.transfermarkt.it/diego-ramiro-quintero/profil/spieler/5306
US Salernitana,Domenico Botticella,24,Italia,Portiere,POR,-,Foggia Calcio,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/domenico-botticella/profil/spieler/21969
US Salernitana,Samuele Olivi,19,Italia,Difensore centrale,DC,-,AC Cesena,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/samuele-olivi/profil/spieler/21976
US Salernitana,Damiano Moscardi,26,Italia,Centrocampista di destra,CD,-,Genoa CFC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/damiano-moscardi/profil/spieler/28872
US Salernitana,Guido Di Deo,18,Italia,Mediano,M,-,AC Campobasso,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/guido-di-deo/profil/spieler/29609
US Salernitana,Salvatore Soviero,27,Italia,Portiere,POR,-,Genoa CFC,Italia,?,In,2000,s,serie-b,https://www.transfermarkt.it/salvatore-soviero/profil/spieler/21835
US Salernitana,Giampaolo Parisi,21,Italia,Difesa,Difesa,-,US Avellino,Italia,Prestito,In,2000,s,serie-b,https://www.transfermarkt.it/giampaolo-parisi/profil/spieler/228828
US Salernitana,Giacomo Tedesco,25,Italia,Centrale,CC,-,SSC Napoli,Italia,Fine prestito30/giu/2001,In,2000,s,serie-b,https://www.transfermarkt.it/giacomo-tedesco/profil/spieler/17170
US Salernitana,Raffaele Coscia,17,Italia,Portiere,POR,-,Salernitana Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/raffaele-coscia/profil/spieler/102772
US Salernitana,Marco Capezzuto,18,Italia,Terzino destro,TD,-,Salernitana Primavera,Italia,-,In,2000,s,serie-b,https://www.transfermarkt.it/marco-capezzuto/profil/spieler/110653
US Salernitana,Domenico Cristiano,24,Italia,Mediano,M,-,Fermana Calcio 1920,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/domenico-cristiano/profil/spieler/22314
US Salernitana,Vincenzo Chianese,24,Italia,Punta centrale,P,-,Fermana Calcio 1920,Italia,Fine prestito30/giu/2000,In,2000,s,serie-b,https://www.transfermarkt.it/vincenzo-chianese/profil/spieler/57793
Robur Siena,Lampros Vangelis,18,Grecia,Centrale,CC,-,Hellas Verona,Italia,Prestito,Out,2000,s,serie-b,https://www.transfermarkt.it/lampros-vangelis/profil/spieler/27319
Robur Siena,Dario Biasi,20,Italia,Difensore centrale,DC,-,Hellas Verona,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/dario-biasi/profil/spieler/21856
Robur Siena,Davide Zomer,22,Italia,Portiere,POR,-,Hellas Verona,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/davide-zomer/profil/spieler/21874
Robur Siena,Martino Traversa,26,Italia,Terzino destro,TD,-,UC Sampdoria,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/martino-traversa/profil/spieler/222786
Robur Siena,Andrea Orocini,28,Italia,Centrocampo,Centrocampo,-,Spezia Calcio 1906,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/andrea-orocini/profil/spieler/336898
Robur Siena,Mirko Laurentini,21,Italia,Centrocampo,Centrocampo,-,Novara Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/mirko-laurentini/profil/spieler/272547
Robur Siena,Luca Pinton,22,Italia,Terzino sinistro,TS,-,Modena FC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luca-pinton/profil/spieler/165311
Robur Siena,Emanuele Masini,26,Italia,Difesa,Difesa,-,US Viterbese,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/emanuele-masini/profil/spieler/446056
Robur Siena,Pierpaolo Tomassini,31,Italia,Attacco,Attacco,-,Real Teramo,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/pierpaolo-tomassini/profil/spieler/504717
Robur Siena,Marco Ghizzani,25,Italia,Punta centrale,P,-,Ascoli Calcio 1898,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/marco-ghizzani/profil/spieler/339192
Robur Siena,Ivan Soldano,18,Italia,Portiere,POR,-,Empoli FC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/ivan-soldano/profil/spieler/496267
Robur Siena,Fabrizio Corradini,25,Italia,Difesa,Difesa,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/fabrizio-corradini/profil/spieler/664129
Robur Siena,Cristian Menichetti,22,Italia,Attacco,Attacco,-,Novara Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/cristian-menichetti/profil/spieler/742155
Robur Siena,Fabrizio Gamberi,20,Italia,Attacco,Attacco,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/fabrizio-gamberi/profil/spieler/676416
Robur Siena,Simone Tiribocchi,23,Italia,Punta centrale,P,-,Torino Calcio,Italia,Fine prestito30/giu/2001,Out,2000,s,serie-b,https://www.transfermarkt.it/simone-tiribocchi/profil/spieler/21700
Robur Siena,Andrea Pisanu,18,Italia,Centrocampista di destra,CD,-,Cagliari Calcio,Italia,Fine prestito30/giu/2000,Out,2000,s,serie-b,https://www.transfermarkt.it/andrea-pisanu/profil/spieler/25323
AS Cittadella Padova,Antonio Bernardi,23,Italia,Attacco,Attacco,-,Atletico Catania,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/antonio-bernardi/profil/spieler/228110
AS Cittadella Padova,Andrea Caverzan,31,Italia,Centrocampista di sinistra,CS,-,Calcio Padova,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/andrea-caverzan/profil/spieler/224549
AS Cittadella Padova,Fabio Filippi,27,Italia,Centrocampo,Centrocampo,-,Mantova Calcio 1994,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/fabio-filippi/profil/spieler/287701
AS Cittadella Padova,Giovanni Soncin,36,Italia,Centrocampo,Centrocampo,-,AS Pordenone Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giovanni-soncin/profil/spieler/336196
AS Cittadella Padova,Saimon Zalla,23,Italia,Punta centrale,P,-,US Cremonese,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/saimon-zalla/profil/spieler/309933
AS Cittadella Padova,Luca Albieri,25,Italia,Centrocampo,Centrocampo,-,Giulianova Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luca-albieri/profil/spieler/357246
AS Cittadella Padova,Massimo Dalle Nogare,20,Italia,Centrocampista di destra,CD,-,Real Teramo,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/massimo-dalle-nogare/profil/spieler/482697
AS Cittadella Padova,Maurizio Battistini,32,Italia,Portiere,POR,-,Imolese Calcio 1919,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/maurizio-battistini/profil/spieler/676559
AS Cittadella Padova,Omar Nordi,29,Italia,Attacco,Attacco,-,FC Pavia 1911,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/omar-nordi/profil/spieler/512822
AS Cittadella Padova,Igor Voltolini,24,Italia,Centrocampo,Centrocampo,-,AC Belluno 1905,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/igor-voltolini/profil/spieler/592523
AS Cittadella Padova,Francesco Bertocco,20,Italia,Difensore centrale,DC,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/francesco-bertocco/profil/spieler/676596
AS Cittadella Padova,Matteo Lucchini,19,Italia,Centrocampo,Centrocampo,-,FC Südtirol-Alto Adige,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/matteo-lucchini/profil/spieler/771896
FC Crotone,Rubens Pasino,28,Italia,Trequartista,TQ,-,Modena FC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/rubens-pasino/profil/spieler/6054
FC Crotone,Vito Grieco,29,Italia,Difensore centrale,DC,-,Modena FC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/vito-grieco/profil/spieler/22084
FC Crotone,Andrea Fabbrini,25,Italia,Punta centrale,P,-,Modena FC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/andrea-fabbrini/profil/spieler/6050
FC Crotone,Generoso Rossi,21,Italia,Portiere,POR,-,AS Bari,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/generoso-rossi/profil/spieler/6443
FC Crotone,Aniello Parisi,26,Italia,Difensore centrale,DC,-,Cosenza Calcio 1914,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/aniello-parisi/profil/spieler/226499
FC Crotone,Stefano Mercuri,22,Italia,Terzino destro,TD,-,AC Città di Lecco,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/stefano-mercuri/profil/spieler/288279
FC Crotone,Giacomo Lorenzini,27,Italia,Punta centrale,P,-,AS Livorno,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giacomo-lorenzini/profil/spieler/104743
FC Crotone,Ronnie O'Brien,21,Irlanda,Centrocampo,Centrocampo,-,AC Città di Lecco,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/ronnie-obrien/profil/spieler/640948
FC Crotone,Pietro Girillo,24,Italia,Difesa,Difesa,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/pietro-girillo/profil/spieler/538657
FC Crotone,Giuseppe Carabetta,20,Italia,Difesa,Difesa,-,Igea 1946,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giuseppe-carabetta/profil/spieler/692453
FC Crotone,Donato Gatto,18,Italia,Attacco,Attacco,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/donato-gatto/profil/spieler/677669
FC Crotone,Angelo Grasso,19,Italia,Centrocampo,Centrocampo,-,Castrovillari Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/angelo-grasso/profil/spieler/687681
FC Crotone,Luigi Sassanelli,29,Italia,Portiere,POR,-,FC Sporting Benevento,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luigi-sassanelli/profil/spieler/248377
FC Crotone,Antonio Bocchetti,20,Italia,Terzino sinistro,TS,-,SSC Napoli,Italia,Fine prestito30/giu/2000,Out,2000,s,serie-b,https://www.transfermarkt.it/antonio-bocchetti/profil/spieler/21779
FC Crotone,Luigi Lavecchia,18,Italia,Centrocampista di destra,CD,-,Juventus FC,Italia,Fine prestito30/giu/2000,Out,2000,s,serie-b,https://www.transfermarkt.it/luigi-lavecchia/profil/spieler/19244
Cosenza Calcio 1914,Alberto Malusci,28,Italia,Libero,LIB,-,US Lecce,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/alberto-malusci/profil/spieler/15538
Cosenza Calcio 1914,Alessandro Pellicori,18,Italia,Punta centrale,P,-,US Lecce,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/alessandro-pellicori/profil/spieler/39682
Cosenza Calcio 1914,Roberto D'Aversa,24,Italia,Centrale,CC,-,Delfino Pescara 1936,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/roberto-daversa/profil/spieler/21685
Cosenza Calcio 1914,Filippo Furiani,22,Italia,Mediano,M,-,US Città di Palermo,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/filippo-furiani/profil/spieler/30639
Cosenza Calcio 1914,Oberdan Biagioni,30,Italia,Trequartista,TQ,-,FC Crotone,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/oberdan-biagioni/profil/spieler/224545
Cosenza Calcio 1914,Manuele Guzzo,24,Italia,Difensore centrale,DC,-,US Pistoiese 1921,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/manuele-guzzo/profil/spieler/287389
Cosenza Calcio 1914,Silvio Vertullo,19,Italia,Difesa,Difesa,-,Castrovillari Calcio,Italia,Prestito,Out,2000,s,serie-b,https://www.transfermarkt.it/silvio-vertullo/profil/spieler/317123
Cosenza Calcio 1914,Francesco Marra,22,Italia,Attacco,Attacco,-,FC Messina Peloro,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/francesco-marra/profil/spieler/296815
Cosenza Calcio 1914,Marco Giustiniano,19,Italia,Centrocampo,Centrocampo,-,Napoli Primavera,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/marco-giustiniano/profil/spieler/504605
Cosenza Calcio 1914,Marco Scarnato,18,Italia,Centrocampo,Centrocampo,-,Castrovillari Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/marco-scarnato/profil/spieler/160863
Cosenza Calcio 1914,Tomaso Tatti,28,Italia,Attacco,Attacco,-,AC Perugia,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/tomaso-tatti/profil/spieler/216817
Delfino Pescara 1936,Vincenzo Lambertini,30,Italia,Difesa,Difesa,-,US Pistoiese 1921,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/vincenzo-lambertini/profil/spieler/288470
Delfino Pescara 1936,Michele Baldi,28,Italia,Centrocampo,Centrocampo,-,AC Chievo Verona,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/michele-baldi/profil/spieler/285824
Delfino Pescara 1936,Domenico Cecere,27,Italia,Portiere,POR,-,FC Messina Peloro,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/domenico-cecere/profil/spieler/32077
Delfino Pescara 1936,Fabio Artico,26,Italia,Punta centrale,P,-,Piacenza FC,Italia,Prestito,Out,2000,s,serie-b,https://www.transfermarkt.it/fabio-artico/profil/spieler/139294
Delfino Pescara 1936,Juriy Cannarsa,24,Italia,Terzino destro,TD,-,AS Livorno,Italia,Prestito,Out,2000,s,serie-b,https://www.transfermarkt.it/juriy-cannarsa/profil/spieler/28011
Delfino Pescara 1936,Carlo Pirri,28,Italia,Difesa,Difesa,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/carlo-pirri/profil/spieler/760905
Delfino Pescara 1936,Maurizio Rossi,30,Italia,Centrocampo,Centrocampo,-,Vicenza Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/maurizio-rossi/profil/spieler/21852
Delfino Pescara 1936,Domenico D'ambrosio,19,Italia,Difesa,Difesa,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/domenico-dambrosio/profil/spieler/496069
Delfino Pescara 1936,Marco Ciaramellano,18,Italia,Portiere,POR,-,,Sconosciuto,?,Out,2000,s,serie-b,https://www.transfermarkt.it/marco-ciaramellano/profil/spieler/496068
Delfino Pescara 1936,Espedito Chionna,30,Italia,Difesa,Difesa,-,US Città di Palermo,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/espedito-chionna/profil/spieler/287378
Delfino Pescara 1936,Silvio Vittorio Giampietro,33,Italia,Libero,LIB,-,US Città di Palermo,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/silvio-vittorio-giampietro/profil/spieler/228309
Delfino Pescara 1936,Ciro Caruso,26,Italia,Difensore centrale,DC,-,SSC Napoli,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/ciro-caruso/profil/spieler/228852
Delfino Pescara 1936,Frederic Massara,31,Italia,Ala sinistra,AS,-,Moncalieri Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/frederic-massara/profil/spieler/229147
Delfino Pescara 1936,Michele Gelsi,31,Italia,Centrale,CC,-,US Ravenna,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/michele-gelsi/profil/spieler/32118
Delfino Pescara 1936,Amir Ruznic,27,Slovenia,Difesa,Difesa,-,FC Koper,Slovenia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/amir-ruznic/profil/spieler/182311
Delfino Pescara 1936,Massimiliano Allegri,32,Italia,Centrale,CC,-,US Pistoiese 1921,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/massimiliano-allegri/profil/spieler/163501
Delfino Pescara 1936,Giuseppe Aprea,23,Italia,Portiere,POR,-,Fermana Calcio 1920,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giuseppe-aprea/profil/spieler/8192
Delfino Pescara 1936,Davide Mezzanotti,29,Italia,Terzino destro,TD,-,Vicenza Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/davide-mezzanotti/profil/spieler/21971
Delfino Pescara 1936,Adriano Bonaiuti,33,Italia,Portiere,POR,-,Udinese Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/adriano-bonaiuti/profil/spieler/16983
Delfino Pescara 1936,Pietro Di Vincenzo,21,Italia,Attacco,Attacco,-,,Ritiro,-,Out,2000,s,serie-b,https://www.transfermarkt.it/pietro-di-vincenzo/profil/spieler/312305
Calcio Monza,Jean-François Gillet,21,Belgio,Portiere,POR,-,AS Bari,Italia,"2,50 mln €",Out,2000,s,serie-b,https://www.transfermarkt.it/jean-francois-gillet/profil/spieler/22149
Calcio Monza,Patrice Evra,19,Francia,Terzino sinistro,TS,-,OGC Nizza,Francia,600 mila €,Out,2000,s,serie-b,https://www.transfermarkt.it/patrice-evra/profil/spieler/5285
Calcio Monza,Dario Smoje,21,Croazia,Difensore centrale,DC,-,Ternana Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/dario-smoje/profil/spieler/28172
Calcio Monza,Drazen Brncic,28,Croazia,Trequartista,TQ,-,Milan AC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/drazen-brncic/profil/spieler/6105
Calcio Monza,Gianluca Triuzzi,21,Italia,Punta centrale,P,-,Spezia Calcio 1906,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/gianluca-triuzzi/profil/spieler/225437
Calcio Monza,Alessandro Ambrosi,28,Italia,Punta centrale,P,-,FC Crotone,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/alessandro-ambrosi/profil/spieler/287477
Calcio Monza,Fabio Bellotti,28,Italia,Centrocampo,Centrocampo,-,FC Messina Peloro,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/fabio-bellotti/profil/spieler/286770
Calcio Monza,Giovanni Giuseppe Di Meglio,25,Italia,Difensore centrale,DC,-,FC Messina Peloro,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giovanni-giuseppe-di-meglio/profil/spieler/55807
Calcio Monza,Roberto Cau,24,Italia,Centrocampista di destra,CD,-,SS Virtus Lanciano,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/roberto-cau/profil/spieler/257124
Calcio Monza,Massimo Susic,33,Italia,Difensore centrale,DC,-,US Triestina,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/massimo-susic/profil/spieler/224597
Calcio Monza,Simone Pezzella,18,Italia,Difesa,Difesa,-,AC Meda 1913,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/simone-pezzella/profil/spieler/318148
Calcio Monza,Christian Marcat,21,Italia,Difesa,Difesa,-,AC Legnano,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/christian-marcat/profil/spieler/596872
Calcio Monza,Luca Corbellini,19,Italia,Centrocampo,Centrocampo,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luca-corbellini/profil/spieler/493220
Calcio Monza,Sandro Schenone,20,Italia,Difesa,Difesa,-,AC Legnano,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/sandro-schenone/profil/spieler/551992
Calcio Monza,Marco Branca,36,Italia,Punta centrale,P,-,,Ritiro,-,Out,2000,s,serie-b,https://www.transfermarkt.it/marco-branca/profil/spieler/169692
Calcio Monza,Samir Beloufa,20,Algeria,Difensore centrale,DC,-,Milan AC,Italia,Fine prestito30/giu/2000,Out,2000,s,serie-b,https://www.transfermarkt.it/samir-beloufa/profil/spieler/13266
Calcio Monza,Maurizio Bedin,21,Italia,Centrale,CC,-,Udinese Calcio,Italia,Fine prestito30/giu/2000,Out,2000,s,serie-b,https://www.transfermarkt.it/maurizio-bedin/profil/spieler/5898
Treviso FBC 1993,Luca Toni,23,Italia,Punta centrale,P,-,Vicenza Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luca-toni/profil/spieler/5980
Treviso FBC 1993,Gianluca Temelin,23,Italia,Punta centrale,P,-,SP Ars et Labor,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/gianluca-temelin/profil/spieler/21328
Treviso FBC 1993,Denis Godeas,24,Italia,Punta centrale,P,-,FC Messina Peloro,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/denis-godeas/profil/spieler/21926
Treviso FBC 1993,Gabriele Aldegani,24,Italia,Portiere,POR,-,Milan AC,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/gabriele-aldegani/profil/spieler/28828
Treviso FBC 1993,Federico Crovari,25,Italia,Mediano,M,-,Vicenza Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/federico-crovari/profil/spieler/22192
Treviso FBC 1993,Alessandro Orlando,30,Italia,Terzino sinistro,TS,-,Cagliari Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/alessandro-orlando/profil/spieler/177685
Treviso FBC 1993,Pasquale Rocco,29,Italia,Mediano,M,-,US Pistoiese 1921,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/pasquale-rocco/profil/spieler/223482
Treviso FBC 1993,Massimo Susic,33,Italia,Difensore centrale,DC,-,Calcio Monza,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/massimo-susic/profil/spieler/224597
Treviso FBC 1993,Paolo Ziliani,29,Italia,Libero,LIB,-,FC Crotone,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/paolo-ziliani/profil/spieler/228303
Treviso FBC 1993,Manuel Cristofari,23,Italia,Centrocampo,Centrocampo,-,,Ritiro,?,Out,2000,s,serie-b,https://www.transfermarkt.it/manuel-cristofari/profil/spieler/504777
Treviso FBC 1993,Gianfranco Nardi,22,Italia,Centrocampista di destra,CD,-,AC Pro Sesto,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/gianfranco-nardi/profil/spieler/22599
Treviso FBC 1993,Roberto Rambaudi,34,Italia,Ala destra,AD,-,,Ritiro,-,Out,2000,s,serie-b,https://www.transfermarkt.it/roberto-rambaudi/profil/spieler/223111
Piacenza FC,Renato Buso,30,Italia,Centrocampista di destra,CD,-,Cagliari Calcio,Italia,gratuito,Out,2000,s,serie-b,https://www.transfermarkt.it/renato-buso/profil/spieler/120392
Piacenza FC,Ruggiero Rizzitelli,32,Italia,Punta centrale,P,-,AC Cesena,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/ruggiero-rizzitelli/profil/spieler/16965
Piacenza FC,Luca Matteassi,21,Italia,Ala destra,AD,-,US Brescello,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luca-matteassi/profil/spieler/100743
Piacenza FC,Daniele Delli Carri,28,Italia,Difensore centrale,DC,-,Torino Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/daniele-delli-carri/profil/spieler/15336
Piacenza FC,Andrea Maccagni,20,Italia,Difesa,Difesa,-,US Sassuolo,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/andrea-maccagni/profil/spieler/227672
Piacenza FC,Luigi Forlini,19,Italia,Centrale,CC,-,,Sconosciuto,?,Out,2000,s,serie-b,https://www.transfermarkt.it/luigi-forlini/profil/spieler/246568
Piacenza FC,Michele Nicoletti,23,Italia,Portiere,POR,-,AC Reggiana,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/michele-nicoletti/profil/spieler/208080
Piacenza FC,Gian Paolo Manighetti,31,Italia,Terzino destro,TD,-,UC Sampdoria,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/gian-paolo-manighetti/profil/spieler/227673
Piacenza FC,Giordano Caini,31,Italia,Terzino sinistro,TS,-,AC Rodengo Saiano,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giordano-caini/profil/spieler/226413
Piacenza FC,Cleto Polonia,31,Italia,Terzino destro,TD,-,UC Sampdoria,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/cleto-polonia/profil/spieler/227507
Piacenza FC,Giovanni Stroppa,32,Italia,Trequartista,TQ,-,Brescia Calcio,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/giovanni-stroppa/profil/spieler/167574
Piacenza FC,Arturo Di Napoli,26,Italia,Punta centrale,P,-,AC Venezia 1907,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/arturo-di-napoli/profil/spieler/19123
Piacenza FC,Adolfo Daniele Speranza,20,Italia,Centrale,CC,-,US Pro Vercelli,Italia,Prestito,Out,2000,s,serie-b,https://www.transfermarkt.it/adolfo-daniele-speranza/profil/spieler/22321
Piacenza FC,Alessandro Mazzola,31,Italia,Mediano,M,-,Hellas Verona,Italia,?,Out,2000,s,serie-b,https://www.transfermarkt.it/alessandro-mazzola/profil/spieler/21867
Piacenza FC,Francesco Palmieri,33,Italia,Punta centrale,P,-,Delfino Pescara 1936,Italia,Prestito,Out,2000,s,serie-b,https://www.transfermarkt.it/francesco-palmieri/profil/spieler/631139
Piacenza FC,Pietro Vierchowod,41,Italia,Difensore centrale,DC,-,,Ritiro,-,Out,2000,s,serie-b,https://www.transfermarkt.it/pietro-vierchowod/profil/spieler/116750
Cagliari Calcio,Jonathan Zebina,21,Francia,Difensore centrale,DC,-,AS Roma,Italia,"18,40 mln €",Out,2000,s,serie-b,https://www.transfermarkt.it/jonathan-zebina/profil/spieler/5942
