Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Chievo Verona,Elimelech Enyan,19,Ghana,Left-Back,LB,£90Th.,Atalanta Primavera,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/elimelech-enyan/profil/spieler/459961
Chievo Verona,Mattia Viviani,20,Italy,Defensive Midfield,DM,£360Th.,Brescia Calcio,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/mattia-viviani/profil/spieler/403845
Chievo Verona,Amato Ciciretti,26,Italy,Right Winger,RW,£1.35m,SSC Napoli,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/amato-ciciretti/profil/spieler/159902
Chievo Verona,Guillaume Gigliotti,30,France,Centre-Back,CB,£225Th.,FC Crotone,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/guillaume-gigliotti/profil/spieler/60541
Chievo Verona,Felice D'Amico,20,Italy,Attacking Midfield,AM,£225Th.,UC Sampdoria,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/felice-damico/profil/spieler/392500
Chievo Verona,Francesco Margiotta,27,Italy,Centre-Forward,CF,£720Th.,,Without Club,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/francesco-margiotta/profil/spieler/165891
Chievo Verona,Nabil Makni,18,Tunisia,Centre-Forward,CF,£68Th.,Chievo Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/nabil-makni/profil/spieler/710030
Chievo Verona,Luca Munaretti,18,Italy,Centre-Back,CB,-,Chievo Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/luca-munaretti/profil/spieler/619324
Chievo Verona,Michele Bragantini,19,Italy,Goalkeeper,GK,£45Th.,Chievo Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/michele-bragantini/profil/spieler/621554
Chievo Verona,Filippo Tuzzo,19,Italy,Central Midfield,CM,£68Th.,Chievo Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/filippo-tuzzo/profil/spieler/433089
Chievo Verona,Andrea Seculin,30,Italy,Goalkeeper,GK,£180Th.,UC Sampdoria,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/andrea-seculin/profil/spieler/85380
Chievo Verona,Nicola Danieli,22,Italy,Defensive Midfield,DM,£90Th.,Virtusvecomp Verona,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/nicola-danieli/profil/spieler/393801
Chievo Verona,Andrea Magrini,23,Italy,Right-Back,RB,£90Th.,Carpi FC 1909,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/andrea-magrini/profil/spieler/323426
Chievo Verona,Manuel Pucciarelli,29,Italy,Second Striker,SS,£900Th.,Delfino Pescara 1936,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/manuel-pucciarelli/profil/spieler/163683
Chievo Verona,Nuno Pina Nunes,21,Portugal,Defensive Midfield,DM,£225Th.,Belenenses SAD,Portugal,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/nuno-pina-nunes/profil/spieler/538633
Chievo Verona,Federico Barba,26,Italy,Centre-Back,CB,£1.17m,Benevento Calcio,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/federico-barba/profil/spieler/165873
Chievo Verona,Strahinja Tanasijevic,23,Serbia,Centre-Back,CB,£270Th.,FK Rad,Serbia,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/strahinja-tanasijevic/profil/spieler/400001
Chievo Verona,Michael Fabbro,24,Italy,Centre-Forward,CF,£270Th.,AC Pisa 1909,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/michael-fabbro/profil/spieler/253855
Chievo Verona,Giovanni Nuti,21,Italy,Centre-Back,CB,£23Th.,CD San Roque de Lepe,Spain,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/giovanni-nuti/profil/spieler/321686
Chievo Verona,Nenad Tomović,33,Serbia,Centre-Back,CB,£360Th.,SPAL,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/nenad-tomovi%C4%87/profil/spieler/47085
Chievo Verona,Lorenzo Sarini,21,Italy,Goalkeeper,GK,£23Th.,US Pianese,Italy,"End of loanJul 1, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-sarini/profil/spieler/394849
Chievo Verona,Alessandro Confente,22,Italy,Goalkeeper,GK,£158Th.,Robur Siena,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/alessandro-confente/profil/spieler/393797
Chievo Verona,Nicola Andreoli,20,Italy,Attacking Midfield,AM,£45Th.,Robur Siena,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/nicola-andreoli/profil/spieler/395888
Chievo Verona,Ngissah Bismark,22,Ghana,Centre-Forward,CF,£135Th.,Vis Pesaro dal 1898,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/ngissah-bismark/profil/spieler/340639
AS Cittadella,Camillo Tavernelli,21,Italy,Left Winger,LW,£90Th.,AS Gubbio 1910,Italy,free transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/camillo-tavernelli/profil/spieler/410655
AS Cittadella,Paolo Grillo,23,Italy,Right Winger,RW,£113Th.,Sicula Leonzio,Italy,free transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/paolo-grillo/profil/spieler/336963
AS Cittadella,Elhan Kastrati,23,Albania,Goalkeeper,GK,£405Th.,Trapani Calcio,Italy,free transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/elhan-kastrati/profil/spieler/258608
AS Cittadella,Daniele Donnarumma,28,Italy,Left-Back,LB,£203Th.,SS Monopoli 1966,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/daniele-donnarumma/profil/spieler/167900
AS Cittadella,Tommaso Cassandro,20,Italy,Right-Back,RB,£180Th.,Bologna FC 1909,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/tommaso-cassandro/profil/spieler/412649
AS Cittadella,Theophilus Awua,22,Nigeria,Central Midfield,CM,£450Th.,Spezia Calcio,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/theophilus-awua/profil/spieler/427576
AS Cittadella,Frank Tsadjout,21,Italy,Centre-Forward,CF,£270Th.,AC Milan,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/frank-tsadjout/profil/spieler/392545
AS Cittadella,Gianluca Bassano,21,Italy,Left-Back,LB,£45Th.,AC Prato,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/gianluca-bassano/profil/spieler/455374
AS Cittadella,Karamoko Cissé,31,Guinea,Centre-Forward,CF,£270Th.,Hellas Verona,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/karamoko-cisse/profil/spieler/65635
AS Cittadella,Valerio Mastrantonio,21,Italy,Central Midfield,CM,£113Th.,Frosinone Calcio,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/valerio-mastrantonio/profil/spieler/459725
AS Cittadella,Luca Maniero,21,Italy,Central Midfield,CM,£68Th.,Imolese Calcio 1919,Italy,"End of loanJul 1, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/luca-maniero/profil/spieler/373360
AS Cittadella,Roberto Ogunseye,25,Italy,Centre-Forward,CF,£158Th.,Olbia Calcio 1905,Italy,"End of loanJul 1, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/roberto-ogunseye/profil/spieler/192105
Cosenza Calcio,Kristjan Matosevic,23,Croatia,Goalkeeper,GK,£45Th.,US Triestina,Italy,£90Th.,In,2020,s,serie-b,https://www.transfermarkt.co.uk/kristjan-matosevic/profil/spieler/340448
Cosenza Calcio,Adrian Petre,22,Romania,Centre-Forward,CF,£720Th.,FCSB,Romania,Loan fee:£45Th.,In,2020,s,serie-b,https://www.transfermarkt.co.uk/adrian-petre/profil/spieler/365769
Cosenza Calcio,Ihsan Sacko,23,France,Attacking Midfield,AM,£1.44m,OGC Nice,France,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/ihsan-sacko/profil/spieler/412095
Cosenza Calcio,Davide Petrucci,29,Italy,Central Midfield,CM,£270Th.,Ascoli Calcio,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/davide-petrucci/profil/spieler/96798
Cosenza Calcio,Gennaro Borrelli,20,Italy,Centre-Forward,CF,£338Th.,Delfino Pescara 1936,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/gennaro-borrelli/profil/spieler/459988
Cosenza Calcio,Brayan Vera,21,Colombia,Left-Back,LB,£450Th.,US Lecce,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/brayan-vera/profil/spieler/642967
Cosenza Calcio,Abou Ba,22,France,Defensive Midfield,DM,£540Th.,FC Nantes B,France,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/abou-ba/profil/spieler/427653
Cosenza Calcio,Devid Eugene Bouah,19,Italy,Right-Back,RB,£90Th.,Roma Primavera,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/devid-eugene-bouah/profil/spieler/457235
Cosenza Calcio,Fortunato Carbone,18,Italy,Central Midfield,CM,-,Napoli Primavera,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/fortunato-carbone/profil/spieler/560862
Cosenza Calcio,Ettore Gliozzi,25,Italy,Centre-Forward,CF,£180Th.,AC Monza,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/ettore-gliozzi/profil/spieler/209936
Cosenza Calcio,Gianmarco Ingrosso,31,Italy,Centre-Back,CB,£113Th.,AC Pisa 1909,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/gianmarco-ingrosso/profil/spieler/61605
Cosenza Calcio,Wladimiro Falcone,25,Italy,Goalkeeper,GK,£135Th.,UC Sampdoria,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/wladimiro-falcone/profil/spieler/238537
Cosenza Calcio,Gianluigi Sueva,19,Dominican Republic,Centre-Forward,CF,£90Th.,Cosenza Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/gianluigi-sueva/profil/spieler/531973
Cosenza Calcio,Andrea Tiritiello,25,Italy,Centre-Back,CB,£135Th.,Virtus Francavilla Calcio,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/andrea-tiritiello/profil/spieler/248695
Cosenza Calcio,Mario Greco,19,Italy,Left-Back,LB,£45Th.,Castrovillari Calcio,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/mario-greco/profil/spieler/699197
Cosenza Calcio,Riccardo Moreo,24,Italy,Centre-Forward,CF,£90Th.,SS Monopoli 1966,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/riccardo-moreo/profil/spieler/305409
Cosenza Calcio,Gianluca Litteri,32,Italy,Centre-Forward,CF,£180Th.,Calcio Padova,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/gianluca-litteri/profil/spieler/84380
US Cremonese,Cristian Buonaiuto,27,Italy,Right Winger,RW,£540Th.,AC Perugia Calcio,Italy,£225Th.,In,2020,s,serie-b,https://www.transfermarkt.co.uk/cristian-buonaiuto/profil/spieler/187384
US Cremonese,Emanuele Valeri,21,Italy,Left-Back,LB,£225Th.,Cesena FC,Italy,£90Th.,In,2020,s,serie-b,https://www.transfermarkt.co.uk/emanuele-valeri/profil/spieler/445126
US Cremonese,Enrico Alfonso,32,Italy,Goalkeeper,GK,£405Th.,Brescia Calcio,Italy,free transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/enrico-alfonso/profil/spieler/34334
US Cremonese,Andrea Zaccagno,23,Italy,Goalkeeper,GK,£180Th.,Torino FC,Italy,free transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/andrea-zaccagno/profil/spieler/291314
US Cremonese,Alessandro Crescenzi,28,Italy,Left-Back,LB,£270Th.,Hellas Verona,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/alessandro-crescenzi/profil/spieler/96758
US Cremonese,Marco Pinato,25,Italy,Central Midfield,CM,£630Th.,US Sassuolo,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/marco-pinato/profil/spieler/164020
US Cremonese,Filippo Nardi,22,Italy,Central Midfield,CM,£135Th.,Novara Calcio 1908,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/filippo-nardi/profil/spieler/404969
US Cremonese,Alessandro Fiordaliso,21,Italy,Right-Back,RB,£405Th.,Torino FC,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/alessandro-fiordaliso/profil/spieler/386447
US Cremonese,Michele Fornasier,27,Italy,Centre-Back,CB,£270Th.,Parma Calcio 1913,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/michele-fornasier/profil/spieler/141654
US Cremonese,Matteo Ghisolfi,18,Italy,Attacking Midfield,AM,-,Cremonese Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/matteo-ghisolfi/profil/spieler/604630
US Cremonese,Leonardo Bia,18,Italy,Right-Back,RB,-,Cremonese Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/leonardo-bia/profil/spieler/604617
US Cremonese,Luca Strizzolo,28,Italy,Centre-Forward,CF,£495Th.,Pordenone Calcio,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/luca-strizzolo/profil/spieler/155802
US Cremonese,Adriano Montalto,32,Italy,Centre-Forward,CF,£315Th.,Venezia FC,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/adriano-montalto/profil/spieler/84763
US Cremonese,Antonio Caracciolo,30,Italy,Centre-Back,CB,£495Th.,AC Pisa 1909,Italy,"End of loanAug 31, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/antonio-caracciolo/profil/spieler/149525
US Cremonese,Manuel Poledri,19,Italy,Central Midfield,CM,-,Villa Valle,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/manuel-poledri/profil/spieler/528192
FC Empoli,Andrea La Mantia,29,Italy,Centre-Forward,CF,£1.62m,US Lecce,Italy,£3.15m,In,2020,s,serie-b,https://www.transfermarkt.co.uk/andrea-la-mantia/profil/spieler/134983
FC Empoli,Nedim Bajrami,21,Albania,Attacking Midfield,AM,£2.43m,Grasshopper Club Zurich,Switzerland,£450Th.,In,2020,s,serie-b,https://www.transfermarkt.co.uk/nedim-bajrami/profil/spieler/390177
FC Empoli,Fabiano Parisi,19,Italy,Left-Back,LB,£225Th.,US Avellino 1912,Italy,£405Th.,In,2020,s,serie-b,https://www.transfermarkt.co.uk/fabiano-parisi/profil/spieler/547985
FC Empoli,Aleksa Terzic,21,Serbia,Left-Back,LB,£1.17m,ACF Fiorentina,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/aleksa-terzic/profil/spieler/404260
FC Empoli,Marco Olivieri,21,Italy,Centre-Forward,CF,£225Th.,Juventus U23,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/marco-olivieri/profil/spieler/346562
FC Empoli,Andrea Cambiaso,20,Italy,Right-Back,RB,£135Th.,Genoa CFC,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/andrea-cambiaso/profil/spieler/459658
FC Empoli,Nicolas Haas,24,Switzerland,Central Midfield,CM,£1.35m,Atalanta BC,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/nicolas-haas/profil/spieler/192638
FC Empoli,Nicolò Casale,22,Italy,Centre-Back,CB,£360Th.,Hellas Verona,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/nicolo-casale/profil/spieler/389837
FC Empoli,Ryder Matos,27,Brazil,Second Striker,SS,£900Th.,Udinese Calcio,Italy,loan transfer,In,2020,s,serie-b,https://www.transfermarkt.co.uk/ryder-matos/profil/spieler/62713
FC Empoli,Jacopo Furlan,27,Italy,Goalkeeper,GK,£270Th.,Calcio Catania,Italy,?,In,2020,s,serie-b,https://www.transfermarkt.co.uk/jacopo-furlan/profil/spieler/163652
FC Empoli,Leandro Pratelli,17,Italy,Goalkeeper,GK,-,Empoli Primavera,Italy,-,In,2020,s,serie-b,https://www.transfermarkt.co.uk/leandro-pratelli/profil/spieler/603695
FC Empoli,Davide Zappella,22,Italy,Right-Back,RB,£225Th.,Piacenza Calcio 1919,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/davide-zappella/profil/spieler/390120
FC Empoli,Marco Curto,21,Italy,Centre-Back,CB,£135Th.,Virtusvecomp Verona,Italy,"End of loanJun 30, 2020",In,2020,s,serie-b,https://www.transfermarkt.co.uk/marco-curto/profil/spieler/315857
