Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Ascoli Calcio,Simone Paolini,21,Italy,Central Midfield,CM,£68Th.,US Città di Pontedera,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/simone-paolini/profil/spieler/386851
Ascoli Calcio,Danilo Quaranta,21,Italy,Centre-Back,CB,£180Th.,US Pistoiese 1921,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/danilo-quaranta/profil/spieler/396307
Ascoli Calcio,Andrea D'Egidio,22,Italy,Goalkeeper,GK,£23Th.,FC Südtirol,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/andrea-degidio/profil/spieler/331062
Ascoli Calcio,Sulayman Jallow,21,The Gambia,Centre-Forward,CF,£45Th.,AS Gubbio 1910,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/sulayman-jallow/profil/spieler/388258
Ascoli Calcio,Manuel Manari,20,Italy,Left Winger,LW,£68Th.,AS Gubbio 1910,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/manuel-manari/profil/spieler/396311
Ascoli Calcio,Claudio Santini,26,Italy,Second Striker,SS,£225Th.,Robur Siena,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/claudio-santini/profil/spieler/281872
Benevento Calcio,Pietro Iemmello,26,Italy,Centre-Forward,CF,£1.80m,US Sassuolo,Italy,£4.50m,In,2018,s,serie-b,https://www.transfermarkt.co.uk/pietro-iemmello/profil/spieler/62735
Benevento Calcio,Luca Antei,26,Italy,Centre-Back,CB,£720Th.,US Sassuolo,Italy,£2.70m,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luca-antei/profil/spieler/146743
Benevento Calcio,Andrés Tello,21,Colombia,Central Midfield,CM,£1.17m,Juventus FC,Italy,£2.25m,In,2018,s,serie-b,https://www.transfermarkt.co.uk/andres-tello/profil/spieler/331389
Benevento Calcio,Sandro,29,Brazil,Defensive Midfield,DM,£2.25m,Antalyaspor,Turkey,£2.07m,In,2018,s,serie-b,https://www.transfermarkt.co.uk/sandro/profil/spieler/74590
Benevento Calcio,Ledian Memushaj,31,Albania,Central Midfield,CM,£720Th.,Delfino Pescara 1936,Italy,£720Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/ledian-memushaj/profil/spieler/139634
Benevento Calcio,Riccardo Improta,24,Italy,Left Winger,LW,£990Th.,Genoa CFC,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/riccardo-improta/profil/spieler/163489
Benevento Calcio,Alessandro Tuia,28,Italy,Centre-Back,CB,£360Th.,US Salernitana 1919,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/alessandro-tuia/profil/spieler/73943
Benevento Calcio,Christian Maggio,36,Italy,Right-Back,RB,£450Th.,SSC Napoli,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/christian-maggio/profil/spieler/21151
Benevento Calcio,Pier Graziano Gori,38,Italy,Goalkeeper,GK,£90Th.,Venezia FC,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/pier-graziano-gori/profil/spieler/85270
Benevento Calcio,Martin Bukata,24,Slovakia,Central Midfield,CM,£270Th.,Piast Gliwice,Poland,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/martin-bukata/profil/spieler/108398
Benevento Calcio,Cristian Buonaiuto,25,Italy,Right Winger,RW,£900Th.,AC Perugia Calcio,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/cristian-buonaiuto/profil/spieler/187384
Benevento Calcio,Raúl Asencio,20,Spain,Centre-Forward,CF,£900Th.,Genoa CFC,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/raul-asencio/profil/spieler/340260
Benevento Calcio,Federico Ricci,24,Italy,Right Winger,RW,£2.43m,US Sassuolo,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/federico-ricci/profil/spieler/198086
Benevento Calcio,Filippo Bandinelli,23,Italy,Central Midfield,CM,£540Th.,US Sassuolo,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/filippo-bandinelli/profil/spieler/240934
Benevento Calcio,Massimo Volta,31,Italy,Centre-Back,CB,£720Th.,AC Perugia Calcio,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/massimo-volta/profil/spieler/54921
Benevento Calcio,Roberto Insigne,24,Italy,Right Winger,RW,£1.08m,SSC Napoli,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/roberto-insigne/profil/spieler/200174
Benevento Calcio,Lorenzo Montipò,22,Italy,Goalkeeper,GK,£720Th.,Novara Calcio 1908,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-montipo/profil/spieler/241923
Benevento Calcio,Luca Sparandeo,18,Italy,Centre-Back,CB,£68Th.,Benevento Primavera,Italy,-,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luca-sparandeo/profil/spieler/355924
Benevento Calcio,Giovanni Volpicelli,18,Italy,Central Midfield,CM,£90Th.,Benevento Primavera,Italy,-,In,2018,s,serie-b,https://www.transfermarkt.co.uk/giovanni-volpicelli/profil/spieler/387017
Benevento Calcio,Antonio Nocerino,33,Italy,Central Midfield,CM,£270Th.,,Without Club,-,In,2018,s,serie-b,https://www.transfermarkt.co.uk/antonio-nocerino/profil/spieler/22203
Benevento Calcio,Biagio Filogamo,20,Italy,Centre-Forward,CF,£23Th.,Benevento Primavera,Italy,-,In,2018,s,serie-b,https://www.transfermarkt.co.uk/biagio-filogamo/profil/spieler/462799
Benevento Calcio,Cy Goddard,21,Japan,Attacking Midfield,AM,£45Th.,,Without Club,-,In,2018,s,serie-b,https://www.transfermarkt.co.uk/cy-goddard/profil/spieler/320915
Benevento Calcio,Michele Camporese,26,Italy,Centre-Back,CB,£630Th.,Foggia Calcio,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/michele-camporese/profil/spieler/62716
Benevento Calcio,Fabio Ceravolo,31,Italy,Centre-Forward,CF,£1.80m,Parma Calcio 1913,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/fabio-ceravolo/profil/spieler/35743
Benevento Calcio,Antonio Cotticelli,20,Italy,Goalkeeper,GK,£23Th.,Sliema Wanderers,Malta,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/antonio-cotticelli/profil/spieler/339562
Benevento Calcio,Raman Chibsah,25,Ghana,Central Midfield,CM,£1.35m,Frosinone Calcio,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/raman-chibsah/profil/spieler/199633
Benevento Calcio,Amato Ciciretti,24,Italy,Right Winger,RW,£2.25m,Parma Calcio 1913,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/amato-ciciretti/profil/spieler/159902
Benevento Calcio,Mamadou Kanoute,24,Senegal,Left Winger,LW,£270Th.,FC Pro Vercelli 1892,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/mamadou-kanoute/profil/spieler/201734
Benevento Calcio,Vid Belec,28,Slovenia,Goalkeeper,GK,£1.53m,UC Sampdoria,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/vid-belec/profil/spieler/73090
Benevento Calcio,Gianluca Di Chiara,24,Italy,Left-Back,LB,£1.35m,Carpi FC 1909,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/gianluca-di-chiara/profil/spieler/189340
Benevento Calcio,Andrea De Falco,32,Italy,Central Midfield,CM,£135Th.,SS Matera Calcio,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/andrea-de-falco/profil/spieler/16848
Brescia Calcio,Alfredo Donnarumma,27,Italy,Centre-Forward,CF,£1.80m,FC Empoli,Italy,£1.62m,In,2018,s,serie-b,https://www.transfermarkt.co.uk/alfredo-donnarumma/profil/spieler/130485
Brescia Calcio,Leonardo Morosini,22,Italy,Attacking Midfield,AM,£1.80m,Genoa CFC,Italy,£900Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/leonardo-morosini/profil/spieler/240415
Brescia Calcio,Stefano Sabelli,25,Italy,Right-Back,RB,£900Th.,SSC Bari,Italy,£450Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/stefano-sabelli/profil/spieler/167491
Brescia Calcio,Enrico Alfonso,30,Italy,Goalkeeper,GK,£450Th.,AS Cittadella,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/enrico-alfonso/profil/spieler/34334
Brescia Calcio,Luca Miracoli,26,Italy,Centre-Forward,CF,£270Th.,US Sambenedettese,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luca-miracoli/profil/spieler/129616
Brescia Calcio,Ivan Rondanini,23,Italy,Right-Back,RB,£158Th.,Robur Siena,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/ivan-rondanini/profil/spieler/197748
Brescia Calcio,Paolo Bastianello,20,Italy,Goalkeeper,GK,£45Th.,US Avellino 1912,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/paolo-bastianello/profil/spieler/523971
Brescia Calcio,Ales Mateju,22,Czech Republic,Right-Back,RB,£1.35m,Brighton & Hove Albion,England,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/ales-mateju/profil/spieler/242078
Brescia Calcio,Luca Tremolada,26,Italy,Attacking Midfield,AM,£900Th.,Virtus Entella,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luca-tremolada/profil/spieler/88713
Brescia Calcio,Franco Ferrari,22,Italy,Centre-Forward,CF,£180Th.,Genoa CFC,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/franco-ferrari/profil/spieler/409553
Brescia Calcio,Luigi Carillo,22,Italy,Centre-Back,CB,£225Th.,Genoa CFC,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luigi-carillo/profil/spieler/240338
Brescia Calcio,Mouhamed Belkheir,19,Algeria,Centre-Forward,CF,£90Th.,Inter Milan Primavera,Italy,?,In,2018,s,serie-b,https://www.transfermarkt.co.uk/mouhamed-belkheir/profil/spieler/394127
Brescia Calcio,Simone Romagnoli,28,Italy,Centre-Back,CB,£1.35m,FC Empoli,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/simone-romagnoli/profil/spieler/88706
Brescia Calcio,Simone Ferrari,20,Italy,Central Midfield,CM,£68Th.,ASD Adrense 1909,Italy,-,In,2018,s,serie-b,https://www.transfermarkt.co.uk/simone-ferrari/profil/spieler/395875
Brescia Calcio,Riccardo Gagno,20,Italy,Goalkeeper,GK,£113Th.,AC Mestre,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/riccardo-gagno/profil/spieler/337360
Brescia Calcio,Lorenzo Lancini,20,Italy,Goalkeeper,GK,£68Th.,AC Rezzato,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-lancini/profil/spieler/337378
Brescia Calcio,Alberto Boniotti,23,Italy,Right-Back,RB,£90Th.,Cosenza Calcio,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/alberto-boniotti/profil/spieler/213878
Brescia Calcio,Alessandro Semprini,20,Italy,Right-Back,RB,£113Th.,US Arezzo,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/alessandro-semprini/profil/spieler/315843
Brescia Calcio,Nicola Lancini,24,Italy,Left-Back,LB,£113Th.,Fidelis Andria,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/nicola-lancini/profil/spieler/197899
Brescia Calcio,Andrea Cistana,21,Italy,Centre-Back,CB,£68Th.,AC Prato,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/andrea-cistana/profil/spieler/337381
Brescia Calcio,Alexis Ferrante,23,Italy,Centre-Forward,CF,£270Th.,AC Pisa 1909,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/alexis-ferrante/profil/spieler/176023
Brescia Calcio,Ricardo Bagadur,22,Croatia,Centre-Back,CB,£135Th.,Feralpisalò,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/ricardo-bagadur/profil/spieler/291856
Brescia Calcio,Massimiliano Mangraviti,20,Italy,Centre-Back,CB,£68Th.,Racing Fondi ,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-mangraviti/profil/spieler/395805
Brescia Calcio,Nicholas Iunco,21,Italy,Right Winger,RW,-,FC Fiorentino,San Marino,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/nicholas-iunco/profil/spieler/192116
Carpi FC 1909,Mattia Saporetti,18,Italy,Centre-Forward,CF,-,Forlì Youth,Italy,£45Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/mattia-saporetti/profil/spieler/393273
Carpi FC 1909,Andrea Arrighini,28,Italy,Centre-Forward,CF,£540Th.,AS Cittadella,Italy,£45Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/andrea-arrighini/profil/spieler/110823
Carpi FC 1909,Enrico Pezzi,28,Italy,Left-Back,LB,£225Th.,AS Cittadella,Italy,£45Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/enrico-pezzi/profil/spieler/91058
Carpi FC 1909,Alessandro Piu,21,Italy,Left Winger,LW,£540Th.,FC Empoli,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/alessandro-piu/profil/spieler/253857
Carpi FC 1909,Benjamin Mokulu,28,DR Congo,Centre-Forward,CF,£630Th.,US Avellino 1912,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/benjamin-mokulu/profil/spieler/55595
Carpi FC 1909,Reno Wilmots,21,Belgium,Central Midfield,CM,£90Th.,US Avellino 1912,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/reno-wilmots/profil/spieler/411119
Carpi FC 1909,Giovanni Di Noia,24,Italy,Central Midfield,CM,£450Th.,Chievo Verona,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/giovanni-di-noia/profil/spieler/163264
Carpi FC 1909,Alessandro Romairone,18,Italy,Centre-Forward,CF,£45Th.,Sassuolo Primavera,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/alessandro-romairone/profil/spieler/391787
Carpi FC 1909,Michael Venturi,19,Italy,Centre-Back,CB,£45Th.,Sammaurese Calcio,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/michael-venturi/profil/spieler/441611
Carpi FC 1909,Luis Kacorri,20,Albania,Centre-Forward,CF,£45Th.,Igea 1946,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luis-kacorri/profil/spieler/431291
Carpi FC 1909,Alessandro Pasotti,21,Italy,Goalkeeper,GK,£90Th.,FC Lumezzane,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/alessandro-pasotti/profil/spieler/290883
Carpi FC 1909,Max Barnofsky,23,Germany,Centre-Back,CB,£203Th.,Hallescher FC,Germany,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/max-barnofsky/profil/spieler/190985
Carpi FC 1909,Michele Vano,26,Italy,Centre-Forward,CF,£203Th.,Arzachena Costa Smeralda,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/michele-vano/profil/spieler/400941
Carpi FC 1909,Giammario Piscitella,25,Italy,Left Winger,LW,£135Th.,AS Roma,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/giammario-piscitella/profil/spieler/165894
Carpi FC 1909,Paolo Frascatore,26,Italy,Left-Back,LB,£270Th.,FC Südtirol,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/paolo-frascatore/profil/spieler/165885
Carpi FC 1909,Dennis van der Heijden,21,Netherlands,Centre-Forward,CF,£180Th.,Almere City FC,Netherlands,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/dennis-van-der-heijden/profil/spieler/350193
Carpi FC 1909,Tommaso Fantacci,21,Italy,Attacking Midfield,AM,£113Th.,FC Empoli,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/tommaso-fantacci/profil/spieler/291522
Carpi FC 1909,Alessandro Buongiorno,19,Italy,Centre-Back,CB,£113Th.,Torino FC,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/alessandro-buongiorno/profil/spieler/386446
Carpi FC 1909,Emanuele Suagher,25,Italy,Centre-Back,CB,£360Th.,Atalanta BC,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/emanuele-suagher/profil/spieler/163600
Carpi FC 1909,Gennaro Tutino,21,Italy,Left Winger,LW,£315Th.,SSC Napoli,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/gennaro-tutino/profil/spieler/202979
Carpi FC 1909,Zinédine Machach,22,France,Central Midfield,CM,£810Th.,SSC Napoli,Italy,loan transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/zinedine-machach/profil/spieler/146143
Carpi FC 1909,Andrea Petrucci,27,Italy,Right Winger,RW,£203Th.,Fermana FC,Italy,?,In,2018,s,serie-b,https://www.transfermarkt.co.uk/andrea-petrucci/profil/spieler/163964
Carpi FC 1909,Emmanuele Tedesco,20,Italy,Centre-Forward,CF,£45Th.,AZ Picerno,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/emmanuele-tedesco/profil/spieler/398377
Carpi FC 1909,Mattia Soragna,18,Italy,Centre-Back,CB,£23Th.,AC Lumezzane,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/mattia-soragna/profil/spieler/497264
Carpi FC 1909,Bachir Mané,20,Senegal,Defensive Midfield,DM,£68Th.,MC Fermana FC,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/bachir-mane/profil/spieler/458798
Carpi FC 1909,Federico Franchini,24,Italy,Right Midfield,RM,£90Th.,SS Juve Stabia,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/federico-franchini/profil/spieler/162942
Carpi FC 1909,Giovanni Boggian,21,Italy,attack,attack,£45Th.,Paganese Calcio 1926,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/giovanni-boggian/profil/spieler/285918
Carpi FC 1909,Leonardo Blanchard,30,Italy,Centre-Back,CB,£540Th.,US Alessandria Calcio 1912,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/leonardo-blanchard/profil/spieler/119366
Carpi FC 1909,Cristian Carletti,21,Italy,Centre-Forward,CF,£90Th.,AC Prato,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/cristian-carletti/profil/spieler/355787
Carpi FC 1909,Filippo Mugelli,21,Italy,Attacking Midfield,AM,£23Th.,AS Lucchese Libertas,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/filippo-mugelli/profil/spieler/409583
Carpi FC 1909,Daniele Sarzi Puttini,22,Italy,Left-Back,LB,£68Th.,AC Cuneo 1905,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/daniele-sarzi-puttini/profil/spieler/287344
Carpi FC 1909,Alex Rolfini,21,Italy,Centre-Forward,CF,£68Th.,Alma Juventus Fano 1906,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/alex-rolfini/profil/spieler/395714
Carpi FC 1909,Lamine Fofana,19,Cote d'Ivoire,Central Midfield,CM,£90Th.,Savona FBC,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/lamine-fofana/profil/spieler/461481
Carpi FC 1909,Lorenzo Lollo,27,Italy,Central Midfield,CM,£630Th.,FC Empoli,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-lollo/profil/spieler/158463
Carpi FC 1909,Riccardo Gagliolo,28,Sweden,Left-Back,LB,£1.08m,Parma Calcio 1913,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/riccardo-gagliolo/profil/spieler/240786
Carpi FC 1909,Giovanni Lombardi,20,Italy,Goalkeeper,GK,£45Th.,Avezzano Calcio,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/giovanni-lombardi/profil/spieler/403023
Carpi FC 1909,Giulio Mulas,21,Italy,Right-Back,RB,£135Th.,US Pistoiese 1921,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/giulio-mulas/profil/spieler/240102
Carpi FC 1909,Lazar Petkovic,23,Serbia,Goalkeeper,GK,£135Th.,AC Pisa 1909,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/lazar-petkovic/profil/spieler/234887
Carpi FC 1909,Ferdinando Mastroianni,26,Italy,Centre-Forward,CF,£135Th.,Pro Piacenza 1919,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/ferdinando-mastroianni/profil/spieler/146642
Carpi FC 1909,Alberto Torelli,23,Italy,Central Midfield,CM,£90Th.,Alma Juventus Fano 1906,Italy,"End of loanJun 30, 2018",In,2018,s,serie-b,https://www.transfermarkt.co.uk/alberto-torelli/profil/spieler/330313
AS Cittadella,Domenico Frare,22,Italy,Centre-Back,CB,£135Th.,US Città di Pontedera,Italy,£135Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/domenico-frare/profil/spieler/287639
AS Cittadella,Giancarlo Malcore,24,Italy,Centre-Forward,CF,£360Th.,Carpi FC 1909,Italy,£90Th.,In,2018,s,serie-b,https://www.transfermarkt.co.uk/giancarlo-malcore/profil/spieler/199717
AS Cittadella,Luca Ghiringhelli,26,Italy,Right-Back,RB,£225Th.,Reggio Audace FC,Italy,free transfer,In,2018,s,serie-b,https://www.transfermarkt.co.uk/luca-ghiringhelli/profil/spieler/130352
