Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Messina Peloro,Salvatore Accursi,25,Italy,Centre-Back,CB,-,AC Martina 1947,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/salvatore-accursi/profil/spieler/19178
SSC Napoli,Daniele Portanova,24,Italy,Centre-Back,CB,-,FC Messina Peloro,Italy,£540Th.,In,2003,s,serie-b,https://www.transfermarkt.co.uk/daniele-portanova/profil/spieler/21696
SSC Napoli,Renato Olive,32,Italy,Central Midfield,CM,-,Bologna FC 1909,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/renato-olive/profil/spieler/5998
SSC Napoli,Cataldo Montesanto,26,Italy,Defensive Midfield,DM,-,Ascoli Calcio 1898,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/cataldo-montesanto/profil/spieler/30648
SSC Napoli,Massimiliano Vieri,24,Australia,Centre-Forward,CF,-,Juventus FC,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-vieri/profil/spieler/6148
SSC Napoli,Francesco Montervino,25,Italy,Central Midfield,CM,-,Ancona Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/francesco-montervino/profil/spieler/30647
SSC Napoli,Dario Marcolin,31,Italy,Defensive Midfield,DM,-,Piacenza FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/dario-marcolin/profil/spieler/3510
SSC Napoli,Andrea Argentati,18,Italy,Goalkeeper,GK,-,US Vigor Senigallia,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/andrea-argentati/profil/spieler/780866
SSC Napoli,Giuseppe Vitagliano,19,Italy,midfield,midfield,-,ASD Calcio Pomigliano,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-vitagliano/profil/spieler/294986
SSC Napoli,Andrea Bernini,30,Italy,Right Midfield,RM,-,UC Sampdoria,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/andrea-bernini/profil/spieler/28830
SSC Napoli,Mario Cvitanovic,28,Croatia,Centre-Back,CB,-,Genoa CFC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/mario-cvitanovic/profil/spieler/24641
SSC Napoli,Pierluigi Brivio,34,Italy,Goalkeeper,GK,-,Genoa CFC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/pierluigi-brivio/profil/spieler/22747
SSC Napoli,Vittorio Tosto,29,Italy,Left-Back,LB,-,Piacenza FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/vittorio-tosto/profil/spieler/22216
SSC Napoli,Nicola Zanini,29,Italy,Attacking Midfield,AM,-,US Triestina,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/nicola-zanini/profil/spieler/22218
SSC Napoli,Sean Sogliano,32,Italy,Centre-Back,CB,-,AC Perugia,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/sean-sogliano/profil/spieler/16853
SSC Napoli,Marco Zamboni,25,Italy,Centre-Back,CB,-,Modena FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/marco-zamboni/profil/spieler/6036
SSC Napoli,Gianluca Savoldi,27,Italy,Centre-Forward,CF,-,Reggina Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/gianluca-savoldi/profil/spieler/6078
SSC Napoli,Gennaro Esposito,18,Italy,Defensive Midfield,DM,-,Napoli Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/gennaro-esposito/profil/spieler/22823
SSC Napoli,Luigi Piccirillo,19,Italy,defence,defence,-,Napoli Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/luigi-piccirillo/profil/spieler/401298
SSC Napoli,Massimo Carrera,39,Italy,Centre-Back,CB,-,,Without Club,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-carrera/profil/spieler/23348
SSC Napoli,Giampiero Buonocore,19,Italy,Central Midfield,CM,-,Carrarese Calcio 1908,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/giampiero-buonocore/profil/spieler/228941
SSC Napoli,Gennaro Esposito,18,Italy,Centre-Forward,CF,-,FC Giugliano 1928,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/gennaro-esposito/profil/spieler/339203
SSC Napoli,Gaetano Avolio,21,Italy,Centre-Back,CB,-,US Palmese,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/gaetano-avolio/profil/spieler/110651
SSC Napoli,Claudio Ferrarese,24,Italy,Right Winger,RW,-,Piacenza FC,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/claudio-ferrarese/profil/spieler/28852
SSC Napoli,Domenico Cristiano,27,Italy,Defensive Midfield,DM,-,Ascoli Calcio 1898,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/domenico-cristiano/profil/spieler/22314
UC AlbinoLeffe,Giacomo Ferrari,35,Italy,Centre-Forward,CF,-,Modena FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/giacomo-ferrari/profil/spieler/6052
UC AlbinoLeffe,Matteo Gritti,23,Italy,Goalkeeper,GK,-,Alzano 1909,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/matteo-gritti/profil/spieler/22244
UC AlbinoLeffe,Edoardo Gorini,29,Italy,Centre-Back,CB,-,Varese FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/edoardo-gorini/profil/spieler/22242
UC AlbinoLeffe,Riccardo Colombo,20,Italy,Right-Back,RB,-,Pro Patria Gallaratese GB,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/riccardo-colombo/profil/spieler/22237
UC AlbinoLeffe,Marco Gori,23,Italy,Central Midfield,CM,-,AC Prato,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/marco-gori/profil/spieler/22241
UC AlbinoLeffe,Mario Morfeo,24,Italy,Attacking Midfield,AM,-,AC Prato,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/mario-morfeo/profil/spieler/22246
UC AlbinoLeffe,Giovanni Serrapica,22,Italy,Central Midfield,CM,-,AC Prato,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/giovanni-serrapica/profil/spieler/22251
UC AlbinoLeffe,Davide Possanzini,27,Italy,Centre-Forward,CF,-,Calcio Catania,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/davide-possanzini/profil/spieler/22248
UC AlbinoLeffe,Marco Gorzegno,22,Italy,Centre-Back,CB,-,AC Prato,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/marco-gorzegno/profil/spieler/22243
UC AlbinoLeffe,Joseph Manzini,26,Italy,Central Midfield,CM,-,Rodengo Saiano ,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/joseph-manzini/profil/spieler/22245
UC AlbinoLeffe,Achille Coser,19,Italy,Goalkeeper,GK,-,Bergamasca,Italy,"End of loanJun 30, 2002",In,2003,s,serie-b,https://www.transfermarkt.co.uk/achille-coser/profil/spieler/23190
US Triestina,Catilina Aubameyang,19,Gabon,Left Midfield,LM,-,AC Milan,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/catilina-aubameyang/profil/spieler/33324
US Triestina,Nicola Riato,25,Italy,Goalkeeper,GK,-,FC Südtirol-Alto Adige,Italy,free transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/nicola-riato/profil/spieler/21953
US Triestina,Alberto Aquilani,18,Italy,Central Midfield,CM,-,AS Roma,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/alberto-aquilani/profil/spieler/5957
US Triestina,Marco Pecorari,25,Italy,Centre-Back,CB,-,FC Crotone,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/marco-pecorari/profil/spieler/21950
US Triestina,Pietro Famiano,19,Italy,Centre-Forward,CF,-,,Unknown,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/pietro-famiano/profil/spieler/109293
US Triestina,Oscar Magoni,35,Italy,Defensive Midfield,DM,-,Ancona Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/oscar-magoni/profil/spieler/216814
US Triestina,Pietro Sportillo,24,Italy,Centre-Back,CB,-,FC Messina Peloro,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/pietro-sportillo/profil/spieler/21959
US Triestina,Morris Molinari,28,Italy,Centre-Back,CB,-,Real Teramo,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/morris-molinari/profil/spieler/56914
US Triestina,Alessandro Rinaldi,28,Italy,Right-Back,RB,-,Atalanta BC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/alessandro-rinaldi/profil/spieler/147455
US Triestina,Francesco Carbone,23,Italy,Right-Back,RB,-,Chievo Verona,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/francesco-carbone/profil/spieler/7106
US Triestina,Andrea Mantovani,19,Italy,Centre-Back,CB,-,Torino Calcio,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/andrea-mantovani/profil/spieler/21935
US Triestina,Andrea Campagnolo,25,Italy,Goalkeeper,GK,-,Vicenza Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/andrea-campagnolo/profil/spieler/21913
US Triestina,Andrea Parola,24,Italy,Defensive Midfield,DM,-,US Grosseto FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/andrea-parola/profil/spieler/21949
US Triestina,Davide Moscardelli,23,Italy,Centre-Forward,CF,-,Sangiovannese 1927,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/davide-moscardelli/profil/spieler/21942
US Triestina,Michelangelo Minieri,22,Italy,Centre-Back,CB,-,ACF Fiorentina,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/michelangelo-minieri/profil/spieler/21940
US Triestina,Denis Godeas,27,Italy,Centre-Forward,CF,-,AS Bari,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/denis-godeas/profil/spieler/21926
US Triestina,Alessandro Noselli,22,Italy,Centre-Forward,CF,-,FC Südtirol-Alto Adige,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/alessandro-noselli/profil/spieler/21944
US Triestina,Francesco Marianini,24,Italy,Central Midfield,CM,-,AS Lucchese Libertas,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/francesco-marianini/profil/spieler/21936
US Triestina,Damiano Ferronetti,18,Italy,Centre-Back,CB,-,AS Roma,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/damiano-ferronetti/profil/spieler/5948
Delfino Pescara 1936,Gianluca Colonnello,30,Italy,Left-Back,LB,-,US Lecce,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/gianluca-colonnello/profil/spieler/6423
Delfino Pescara 1936,Nicola Pagani,25,Italy,defence,defence,-,SP Ars et Labor,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/nicola-pagani/profil/spieler/742953
Delfino Pescara 1936,Fabio Alteri,25,Italy,attack,attack,-,Cosenza FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/fabio-alteri/profil/spieler/22289
Delfino Pescara 1936,Nicola Carlo Pagani,25,Italy,Centre-Back,CB,-,Reggina Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/nicola-carlo-pagani/profil/spieler/43225
Delfino Pescara 1936,Maurizio Pugliesi,26,Italy,Goalkeeper,GK,-,US Grosseto FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/maurizio-pugliesi/profil/spieler/22285
Delfino Pescara 1936,Maurizio Caccavale,29,Italy,Centre-Back,CB,-,Ternana Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/maurizio-caccavale/profil/spieler/22267
Delfino Pescara 1936,Giacomo Dicara,33,Italy,Centre-Back,CB,-,Ancona Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/giacomo-dicara/profil/spieler/22751
Delfino Pescara 1936,Daniele Russo,29,Italy,Attacking Midfield,AM,-,L'Aquila Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/daniele-russo/profil/spieler/22286
Delfino Pescara 1936,Marco Stella,22,Italy,midfield,midfield,-,Piacenza FC,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/marco-stella/profil/spieler/21898
Delfino Pescara 1936,Carlo Luisi,26,Italy,Central Midfield,CM,-,FC Sporting Benevento,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/carlo-luisi/profil/spieler/21894
Delfino Pescara 1936,Stefano Bellè,26,Italy,Left Winger,LW,-,AC Venezia 1907,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/stefano-belle/profil/spieler/22266
Delfino Pescara 1936,Gabriele Bartoletti,19,Italy,Goalkeeper,GK,-,Pescara Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/gabriele-bartoletti/profil/spieler/22265
Delfino Pescara 1936,Andrea Carozza,18,Italy,midfield,midfield,-,Pescara Youth,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/andrea-carozza/profil/spieler/22269
Delfino Pescara 1936,Antonio Aquilanti,17,Italy,Centre-Back,CB,-,Pescara Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/antonio-aquilanti/profil/spieler/22264
Delfino Pescara 1936,Tiziano Mucciante,20,Italy,Centre-Back,CB,-,Castel di Sangro Calcio,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/tiziano-mucciante/profil/spieler/110657
Vicenza Calcio,Massimo Paganin,32,Italy,Centre-Back,CB,-,UC Sampdoria,Italy,free transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-paganin/profil/spieler/22207
Vicenza Calcio,Paul Okon,31,Australia,Defensive Midfield,DM,-,Leeds United,England,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/paul-okon/profil/spieler/4092
Vicenza Calcio,Diego Di Gennaro,19,Italy,midfield,midfield,-,Olbia Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/diego-di-gennaro/profil/spieler/288375
Vicenza Calcio,Riccardo Fissore,23,Italy,Centre-Back,CB,-,Torino Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/riccardo-fissore/profil/spieler/22209
Vicenza Calcio,Massimo De Martin,20,Italy,Centre-Forward,CF,-,Alzano 1909,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-de-martin/profil/spieler/265770
Vicenza Calcio,Emanuele Morini,21,Italy,Right Winger,RW,-,Panachaiki GE,Greece,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/emanuele-morini/profil/spieler/134183
Vicenza Calcio,Simone Padoin,19,Italy,Left Midfield,LM,-,Atalanta BC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/simone-padoin/profil/spieler/56703
Vicenza Calcio,Damiano Moscardi,29,Italy,Right Midfield,RM,-,Genoa CFC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/damiano-moscardi/profil/spieler/28872
Vicenza Calcio,Eddy Baggio,28,Italy,Centre-Forward,CF,-,US Salernitana,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/eddy-baggio/profil/spieler/28829
Vicenza Calcio,Julien Rantier,19,France,Second Striker,SS,-,Atalanta Primavera,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/julien-rantier/profil/spieler/22208
Vicenza Calcio,Massimo Bonanni,21,Italy,Left Midfield,LM,-,AS Roma,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-bonanni/profil/spieler/22188
Vicenza Calcio,Davide Biondini,20,Italy,Central Midfield,CM,-,AC Cesena,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/davide-biondini/profil/spieler/22186
Vicenza Calcio,Roberto Vitiello,20,Italy,Right-Back,RB,-,AC Cesena,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/roberto-vitiello/profil/spieler/22217
Vicenza Calcio,Francesco Lodi,19,Italy,Defensive Midfield,DM,-,FC Empoli,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/francesco-lodi/profil/spieler/6033
Vicenza Calcio,Roberto Magnani,26,Italy,Right Midfield,RM,-,Treviso FBC 1993,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/roberto-magnani/profil/spieler/229209
Vicenza Calcio,Roberto Roverato,18,Italy,midfield,midfield,-,Vicenza Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/roberto-roverato/profil/spieler/296147
Vicenza Calcio,Cristian Adami,27,Italy,Right-Back,RB,-,Torino Calcio,Italy,"End of loanJun 30, 2004",In,2003,s,serie-b,https://www.transfermarkt.co.uk/cristian-adami/profil/spieler/21875
Vicenza Calcio,Matteo Rostirolla,20,Italy,attack,attack,-,Vicenza Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/matteo-rostirolla/profil/spieler/296462
Vicenza Calcio,Alberto Paoli,21,Italy,defence,defence,-,Associazione Calcio Thiene,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/alberto-paoli/profil/spieler/229253
Vicenza Calcio,Ivano Della Morte,28,Italy,Central Midfield,CM,-,Chievo Verona,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/ivano-della-morte/profil/spieler/5926
Vicenza Calcio,Stjepan Tomas,27,Croatia,Centre-Back,CB,-,Como Calcio,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/stjepan-tomas/profil/spieler/13937
Vicenza Calcio,Alessandro Sgrigna,23,Italy,Second Striker,SS,-,AS Cittadella Padova,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/alessandro-sgrigna/profil/spieler/38642
Vicenza Calcio,Nicola Lonzar,21,Italy,midfield,midfield,-,Nuovo Calcio Trento,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/nicola-lonzar/profil/spieler/439896
US Avellino,Giovanni Stroppa,35,Italy,Attacking Midfield,AM,-,Alzano 1909,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/giovanni-stroppa/profil/spieler/167574
US Avellino,Vitali Kutuzov,23,Belarus,Centre-Forward,CF,-,AC Milan,Italy,loan transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/vitali-kutuzov/profil/spieler/6506
US Avellino,Tiziano Carnevali,25,Italy,Centre-Back,CB,-,ASG Nocerina,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/tiziano-carnevali/profil/spieler/268767
US Avellino,Antonio Palo,24,Italy,defence,defence,-,US Palmese,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/antonio-palo/profil/spieler/294815
US Avellino,Stefano Bagalini,22,Italy,Central Midfield,CM,-,Real Teramo,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/stefano-bagalini/profil/spieler/267385
US Avellino,Ivan Tisci,29,Italy,Central Midfield,CM,-,SS Virtus Lanciano,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/ivan-tisci/profil/spieler/22129
US Avellino,Rocco Placentino,21,Canada,attack,attack,-,Montreal Impact,Canada,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/rocco-placentino/profil/spieler/41032
US Avellino,Gerardo Alfano,20,Italy,Defensive Midfield,DM,-,Gladiator 1924,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/gerardo-alfano/profil/spieler/144227
US Avellino,Gennaro Sardo,24,Italy,Right-Back,RB,-,US Salernitana,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/gennaro-sardo/profil/spieler/21770
US Avellino,Francesco Millesi,22,Italy,Left Winger,LW,-,Igea 1946,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/francesco-millesi/profil/spieler/32098
US Avellino,Fabio Ferraresi,24,Italy,Central Midfield,CM,-,Castel di Sangro Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/fabio-ferraresi/profil/spieler/42854
US Avellino,Vincenzo Fusco,23,Italy,Central Midfield,CM,-,US Battipagliese,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/vincenzo-fusco/profil/spieler/32087
US Avellino,Domenico Maietta,20,Italy,Centre-Back,CB,-,FC Messina Peloro,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/domenico-maietta/profil/spieler/22140
US Avellino,Vincenzo Moretti,26,Italy,Left-Back,LB,-,AC Martina 1947,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/vincenzo-moretti/profil/spieler/32100
US Avellino,Matteo Contini,23,Italy,Centre-Back,CB,-,L'Aquila Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/matteo-contini/profil/spieler/25318
US Avellino,Antonio Nocerino,18,Italy,Central Midfield,CM,-,AS Avellino Youth,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/antonio-nocerino/profil/spieler/22203
US Avellino,Emanuele Arenoso,19,Italy,defence,defence,-,Napoli Primavera,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/emanuele-arenoso/profil/spieler/583306
US Avellino,Giampaolo Parisi,23,Italy,defence,defence,-,US Viterbese,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/giampaolo-parisi/profil/spieler/228828
Treviso FBC 1993,Daniele Lorenzini,22,Italy,Goalkeeper,GK,-,ASG Nocerina,Italy,free transfer,In,2003,s,serie-b,https://www.transfermarkt.co.uk/daniele-lorenzini/profil/spieler/23252
Treviso FBC 1993,Jean-François Gillet,24,Belgium,Goalkeeper,GK,-,AS Bari,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/jean-francois-gillet/profil/spieler/22149
Treviso FBC 1993,Massimiliano Varricchio,26,Italy,Centre-Forward,CF,-,AC Pisa 1909,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-varricchio/profil/spieler/23368
Treviso FBC 1993,Luigi Anaclerio,22,Italy,attack,attack,-,Como Calcio,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/luigi-anaclerio/profil/spieler/22322
Treviso FBC 1993,Carlo Sassarini,31,Italy,Left-Back,LB,-,Varese FC,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/carlo-sassarini/profil/spieler/17960
Treviso FBC 1993,Fabio Tinazzi,20,Italy,defence,defence,-,AC Reggiana 1919,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/fabio-tinazzi/profil/spieler/134185
Treviso FBC 1993,Massimo Donzella,21,Italy,midfield,midfield,-,Nuova Alessandria 1912,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-donzella/profil/spieler/298924
Treviso FBC 1993,Massimo Minetti,25,Italy,Second Striker,SS,-,AC Reggiana 1919,Italy,?,In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-minetti/profil/spieler/23362
Treviso FBC 1993,Alessio Sestu,20,Italy,Right Winger,RW,-,FC Südtirol-Alto Adige,Italy,"End of loanJun 30, 2004",In,2003,s,serie-b,https://www.transfermarkt.co.uk/alessio-sestu/profil/spieler/23367
Treviso FBC 1993,Reginaldo,19,Brazil,Centre-Forward,CF,-,Treviso Juniores,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/reginaldo/profil/spieler/23365
Treviso FBC 1993,Barreto,17,Brazil,Second Striker,SS,-,Treviso Juniores,Italy,-,In,2003,s,serie-b,https://www.transfermarkt.co.uk/barreto/profil/spieler/23345
Treviso FBC 1993,Massimo Gobbi,22,Italy,Left-Back,LB,-,UC AlbinoLeffe,Italy,"End of loanJun 30, 2003",In,2003,s,serie-b,https://www.transfermarkt.co.uk/massimo-gobbi/profil/spieler/28020
