Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
US Avellino 1912,Simone Pecorini,24,Italy,Right-Back,RB,£180Th.,Virtus Entella,Italy,£180Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/simone-pecorini/profil/spieler/136124
US Avellino 1912,Erik Gliha,20,Slovenia,Left-Back,LB,£180Th.,NK Ankaran Hrvatini,Slovenia,£135Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/erik-gliha/profil/spieler/284608
US Avellino 1912,Lorenzo Laverone,28,Italy,Right-Back,RB,£405Th.,US Salernitana 1919,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-laverone/profil/spieler/124155
US Avellino 1912,Simone Rizzato,35,Italy,Left-Back,LB,£90Th.,Trapani Calcio,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/simone-rizzato/profil/spieler/21890
US Avellino 1912,Pierre-Yves Ngawa,25,Belgium,Right-Back,RB,£405Th.,Oud-Heverlee Leuven,Belgium,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/pierre-yves-ngawa/profil/spieler/140786
US Avellino 1912,Francesco Di Tacchio,27,Italy,Defensive Midfield,DM,£360Th.,AC Pisa 1909,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/francesco-di-tacchio/profil/spieler/84766
US Avellino 1912,Anton Kresic,21,Croatia,Centre-Back,CB,£135Th.,Atalanta BC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/anton-kresic/profil/spieler/226080
US Avellino 1912,Matthias Solerio,24,Italy,Left-Back,LB,£135Th.,AS Giana Erminio,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/matthias-solerio/profil/spieler/328993
US Avellino 1912,Luciano Arciello,19,Italy,Left Winger,LW,£45Th.,AltoVicentino,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/luciano-arciello/profil/spieler/417272
US Avellino 1912,Nicola Falasco,23,Italy,Left-Back,LB,£90Th.,AS Roma,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/nicola-falasco/profil/spieler/176180
US Avellino 1912,Raúl Asencio,19,Spain,Centre-Forward,CF,£225Th.,Genoa CFC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/raul-asencio/profil/spieler/340260
US Avellino 1912,Luca Lezzerini,22,Italy,Goalkeeper,GK,£360Th.,ACF Fiorentina,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/luca-lezzerini/profil/spieler/135747
US Avellino 1912,Ionut Radu,20,Romania,Goalkeeper,GK,£270Th.,Inter Milan,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/ionut-radu/profil/spieler/303657
US Avellino 1912,Emanuele Suagher,24,Italy,Centre-Back,CB,£450Th.,Atalanta BC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/emanuele-suagher/profil/spieler/163600
US Avellino 1912,Leonardo Morosini,21,Italy,Attacking Midfield,AM,£1.98m,Genoa CFC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/leonardo-morosini/profil/spieler/240415
US Avellino 1912,Riccardo Marchizza,19,Italy,Centre-Back,CB,£405Th.,US Sassuolo,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/riccardo-marchizza/profil/spieler/297645
US Avellino 1912,Andrea Arrighini,27,Italy,Centre-Forward,CF,£720Th.,AS Cittadella,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/andrea-arrighini/profil/spieler/110823
US Avellino 1912,Alessandro Sbaffo,26,Italy,Central Midfield,CM,£315Th.,AC Reggiana 1919,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/alessandro-sbaffo/profil/spieler/119691
US Avellino 1912,Benjamin Mokulu,27,DR Congo,Centre-Forward,CF,£540Th.,Frosinone Calcio,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/benjamin-mokulu/profil/spieler/55595
US Avellino 1912,Guido D'Attilio,23,Italy,Central Midfield,CM,£68Th.,SS Racing Club Roma,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/guido-dattilio/profil/spieler/201370
US Avellino 1912,Layousse Diallo,20,Senegal,Centre-Back,CB,£113Th.,Casertana FC,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/layousse-diallo/profil/spieler/398026
US Avellino 1912,Maxime Giron,22,France,Left-Back,LB,£158Th.,SS Juve Stabia,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/maxime-giron/profil/spieler/379092
US Avellino 1912,Daniel Offredi,29,Italy,Goalkeeper,GK,£45Th.,FC Bari 1908,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/daniel-offredi/profil/spieler/56625
US Avellino 1912,Enrico Ventola,20,Italy,Second Striker,SS,£68Th.,ACR Messina,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/enrico-ventola/profil/spieler/340485
FC Bari 1908,Filip Raicevic,23,Montenegro,Centre-Forward,CF,£990Th.,Vicenza Calcio,Italy,£450Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/filip-raicevic/profil/spieler/240789
FC Bari 1908,Cristian Galano,26,Italy,Right Winger,RW,£1.35m,Vicenza Calcio,Italy,£270Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/cristian-galano/profil/spieler/96766
FC Bari 1908,Karamoko Cissé,28,Guinea,Centre-Forward,CF,£450Th.,Benevento Calcio,Italy,£180Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/karamoko-cisse/profil/spieler/65635
FC Bari 1908,Salvatore D'Elia,28,Italy,Left-Back,LB,£450Th.,Vicenza Calcio,Italy,£180Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/salvatore-delia/profil/spieler/62365
FC Bari 1908,Massimiliano Busellato,24,Italy,Central Midfield,CM,£900Th.,US Salernitana 1919,Italy,£135Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/massimiliano-busellato/profil/spieler/134408
FC Bari 1908,Libor Kozak,28,Czech Republic,Centre-Forward,CF,£630Th.,Aston Villa,England,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/libor-kozak/profil/spieler/63824
FC Bari 1908,Alessandro Berardi,26,Italy,Goalkeeper,GK,£113Th.,ACR Messina,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/alessandro-berardi/profil/spieler/127217
FC Bari 1908,Nenê,33,Brazil,Centre-Forward,CF,£180Th.,Spezia Calcio,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/nene/profil/spieler/45717
FC Bari 1908,Marco Castagna,19,Italy,Central Midfield,CM,£68Th.,Virtus Entella Primavera,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/marco-castagna/profil/spieler/395786
FC Bari 1908,Alberto Masi,24,Italy,Centre-Back,CB,£360Th.,Ternana Unicusano Calcio,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/alberto-masi/profil/spieler/167890
FC Bari 1908,Victor De Lucia,21,Italy,Goalkeeper,GK,£90Th.,US Catanzaro,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/victor-de-lucia/profil/spieler/287752
FC Bari 1908,Riccardo Improta,23,Italy,Left Winger,LW,£765Th.,Genoa CFC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/riccardo-improta/profil/spieler/163489
FC Bari 1908,Andrés Tello,20,Colombia,Central Midfield,CM,£810Th.,Juventus FC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/andres-tello/profil/spieler/331389
FC Bari 1908,Elio Capradossi,21,Italy,Centre-Back,CB,£450Th.,AS Roma,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/elio-capradossi/profil/spieler/238947
FC Bari 1908,Riccardo Fiamozzi,24,Italy,Right-Back,RB,£900Th.,Genoa CFC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/riccardo-fiamozzi/profil/spieler/197745
FC Bari 1908,Simone Iocolano,27,Italy,Left Winger,LW,£450Th.,US Alessandria Calcio 1912,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/simone-iocolano/profil/spieler/125182
FC Bari 1908,Luca Marrone,27,Italy,Centre-Back,CB,£1.80m,Juventus FC,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/luca-marrone/profil/spieler/124769
FC Bari 1908,Jacopo Petriccione,22,Italy,Defensive Midfield,DM,£270Th.,ACF Fiorentina,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/jacopo-petriccione/profil/spieler/218067
FC Bari 1908,Norbert Gyomber,25,Slovakia,Centre-Back,CB,£900Th.,AS Roma,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/norbert-gyomber/profil/spieler/205054
FC Bari 1908,Nicola Turi,20,Italy,Right-Back,RB,£68Th.,Vicenza Calcio,Italy,"End of loanMay 31, 2018",In,2017,s,serie-b,https://www.transfermarkt.co.uk/nicola-turi/profil/spieler/355538
FC Bari 1908,Djavan Anderson,22,Netherlands,Right Midfield,RM,£135Th.,,Without Club,-,In,2017,s,serie-b,https://www.transfermarkt.co.uk/djavan-anderson/profil/spieler/215089
FC Bari 1908,Emanuele Conti,21,Italy,Goalkeeper,GK,£68Th.,,Without Club,-,In,2017,s,serie-b,https://www.transfermarkt.co.uk/emanuele-conti/profil/spieler/242521
FC Bari 1908,Andrea Gernone,19,Italy,Centre-Back,CB,£45Th.,Cassino Calcio 1924,Italy,"End of loanOct 25, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/andrea-gernone/profil/spieler/395943
FC Bari 1908,Modibo Diakité,30,France,Centre-Back,CB,£360Th.,,Without Club,-,In,2017,s,serie-b,https://www.transfermarkt.co.uk/modibo-diakite/profil/spieler/41749
FC Bari 1908,Dembel Sall,23,Senegal,Centre-Back,CB,£135Th.,Pro Piacenza 1919,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/dembel-sall/profil/spieler/251282
FC Bari 1908,Salvatore Caturano,26,Italy,Centre-Forward,CF,£450Th.,US Lecce,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/salvatore-caturano/profil/spieler/56898
FC Bari 1908,Enrico Guarna,31,Italy,Goalkeeper,GK,£225Th.,Foggia Calcio,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/enrico-guarna/profil/spieler/22304
FC Bari 1908,Savvas Gentsoglou,26,Greece,Defensive Midfield,DM,£765Th.,HNK Hajduk Split,Croatia,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/savvas-gentsoglou/profil/spieler/46728
FC Bari 1908,Giovanni Di Noia,22,Italy,Central Midfield,CM,£360Th.,Ternana Calcio,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/giovanni-di-noia/profil/spieler/163264
FC Bari 1908,Tomislav Gomelt,22,Croatia,Central Midfield,CM,£270Th.,CFR Cluj,Romania,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/tomislav-gomelt/profil/spieler/210983
FC Bari 1908,Luca Guadalupi,21,Italy,Central Midfield,CM,£45Th.,Taranto FC 1927,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/luca-guadalupi/profil/spieler/285591
FC Bari 1908,Jacopo Furlan,24,Italy,Goalkeeper,GK,£203Th.,SS Monopoli 1966,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/jacopo-furlan/profil/spieler/163652
FC Bari 1908,Mattia Montini,25,Italy,Centre-Forward,CF,£158Th.,SS Monopoli 1966,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/mattia-montini/profil/spieler/130368
FC Bari 1908,Giuseppe Scalera,19,Italy,Right-Back,RB,£315Th.,Fiorentina Primavera,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-scalera/profil/spieler/315842
FC Bari 1908,Gaetano Castrovilli,20,Italy,Central Midfield,CM,£630Th.,Fiorentina Primavera,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/gaetano-castrovilli/profil/spieler/303116
FC Bari 1908,Giuseppe Lopez,19,Italy,Centre-Forward,CF,£113Th.,Igea 1946,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-lopez/profil/spieler/340441
FC Bari 1908,Souleyman Doumbia,20,Cote d'Ivoire,Left-Back,LB,£68Th.,Vicenza Calcio,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/souleyman-doumbia/profil/spieler/296356
Brescia Calcio,Dimitri Bisoli,23,Italy,Central Midfield,CM,£1.80m,Fidelis Andria,Italy,£225Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/dimitri-bisoli/profil/spieler/163216
Brescia Calcio,Biagio Meccariello,26,Italy,Centre-Back,CB,£360Th.,Ternana Unicusano Calcio,Italy,£225Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/biagio-meccariello/profil/spieler/124002
Brescia Calcio,Luca Cattaneo,28,Italy,Attacking Midfield,AM,£450Th.,Pordenone Calcio,Italy,£63Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/luca-cattaneo/profil/spieler/273148
Brescia Calcio,Enzo Di Santantonio,22,France,Defensive Midfield,DM,£158Th.,Mantova 1911,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/enzo-di-santantonio/profil/spieler/290696
Brescia Calcio,Alessandro Martinelli,24,Switzerland,Central Midfield,CM,£720Th.,UC Sampdoria,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/alessandro-martinelli/profil/spieler/167889
Brescia Calcio,Lautaro Rinaldi,23,Argentina,Centre-Forward,CF,£540Th.,Panathinaikos Athens,Greece,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/lautaro-rinaldi/profil/spieler/283602
Brescia Calcio,Alessandro Longhi,28,Italy,Left-Back,LB,£720Th.,AC Pisa 1909,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/alessandro-longhi/profil/spieler/112666
Brescia Calcio,Modibo Dembélé,24,Mali,Central Midfield,CM,£270Th.,Stade Lavallois,France,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/modibo-dembele/profil/spieler/333681
Brescia Calcio,Matteo Cortesi,19,Italy,Centre-Forward,CF,£203Th.,Como 1907,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/matteo-cortesi/profil/spieler/336636
Brescia Calcio,Ricardo Bagadur,21,Croatia,Centre-Back,CB,£270Th.,ACF Fiorentina,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/ricardo-bagadur/profil/spieler/291856
Brescia Calcio,José Machín,20,Equatorial Guinea,Central Midfield,CM,£135Th.,AS Roma,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/jose-machin/profil/spieler/355104
Brescia Calcio,Daniele Gastaldello,34,Italy,Centre-Back,CB,£540Th.,Bologna FC 1909,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/daniele-gastaldello/profil/spieler/7096
Brescia Calcio,Mauro Coppolaro,20,Italy,Centre-Back,CB,£540Th.,Udinese Calcio,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/mauro-coppolaro/profil/spieler/250921
Brescia Calcio,Tommaso Cancellotti,25,Italy,Right-Back,RB,£225Th.,SS Juve Stabia,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/tommaso-cancellotti/profil/spieler/167879
Brescia Calcio,Rigoberto Rivas,19,Honduras,Attacking Midfield,AM,£315Th.,Inter Milan Primavera,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/rigoberto-rivas/profil/spieler/451353
Brescia Calcio,Alberto Pelagotti,28,Italy,Goalkeeper,GK,£450Th.,FC Empoli,Italy,?,In,2017,s,serie-b,https://www.transfermarkt.co.uk/alberto-pelagotti/profil/spieler/56921
Brescia Calcio,Luca Checchin,20,Italy,Defensive Midfield,DM,£180Th.,Hellas Verona,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/luca-checchin/profil/spieler/209048
Brescia Calcio,Federico Furlan,26,Italy,Right Winger,RW,£360Th.,FC Bari 1908,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/federico-furlan/profil/spieler/88688
Brescia Calcio,Andrea Bandini,23,Italy,Right-Back,RB,£225Th.,Inter Milan,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/andrea-bandini/profil/spieler/199902
Brescia Calcio,Alessandro Semprini,19,Italy,Right-Back,RB,£68Th.,Brescia Primavera,Italy,-,In,2017,s,serie-b,https://www.transfermarkt.co.uk/alessandro-semprini/profil/spieler/315843
Brescia Calcio,Alberto Boniotti,22,Italy,Right-Back,RB,£135Th.,Pordenone Calcio,Italy,"End of loanAug 27, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/alberto-boniotti/profil/spieler/213878
Brescia Calcio,Terence Baya,19,France,Left-Back,LB,£113Th.,ASM Belfort,France,-,In,2017,s,serie-b,https://www.transfermarkt.co.uk/terence-baya/profil/spieler/468705
Brescia Calcio,Edoardo Tognazzi,19,Italy,Goalkeeper,GK,£45Th.,US Darfo Boario,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/edoardo-tognazzi/profil/spieler/285097
Brescia Calcio,Matteo Boccaccini,24,Italy,Centre-Back,CB,£360Th.,FK Zeljeznicar Sarajevo,Bosnia-Herzegovina,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/matteo-boccaccini/profil/spieler/163279
Brescia Calcio,Alberto Boniotti,22,Italy,Right-Back,RB,£135Th.,Calcio Padova,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/alberto-boniotti/profil/spieler/213878
Brescia Calcio,Andrea Cistana,20,Italy,Centre-Back,CB,£45Th.,Ciliverghe Calcio,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/andrea-cistana/profil/spieler/337381
Brescia Calcio,Filippo Strada,20,Italy,Attacking Midfield,AM,£68Th.,AC Prato,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/filippo-strada/profil/spieler/337372
Brescia Calcio,Fabio Bertoli,20,Italy,Right Winger,RW,£135Th.,Piacenza Calcio 1919,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/fabio-bertoli/profil/spieler/277226
Brescia Calcio,Lorenzo Andrenacci,22,Italy,Goalkeeper,GK,£90Th.,Alma Juventus Fano 1906,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-andrenacci/profil/spieler/234880
Brescia Calcio,Edoardo Lancini,23,Italy,Centre-Back,CB,£270Th.,Novara Calcio 1908,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/edoardo-lancini/profil/spieler/197898
Brescia Calcio,Nicholas Iunco,20,Italy,Right Winger,RW,-,ASD Castellana Calcio,Italy,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/nicholas-iunco/profil/spieler/192116
Brescia Calcio,Massimo Camilli,22,Italy,Centre-Forward,CF,£45Th.,SP Tre Fiori,San Marino,"End of loanJun 30, 2017",In,2017,s,serie-b,https://www.transfermarkt.co.uk/massimo-camilli/profil/spieler/223125
Carpi FC 1909,M'Bala Nzola,20,Angola,Centre-Forward,CF,£315Th.,Virtus Francavilla Calcio,Italy,£360Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/mbala-nzola/profil/spieler/354814
Carpi FC 1909,Simone Colombi,26,Italy,Goalkeeper,GK,£810Th.,Cagliari Calcio,Italy,£248Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/simone-colombi/profil/spieler/57285
Carpi FC 1909,Saber Hraiech,22,Italy,Central Midfield,CM,£225Th.,Piacenza Calcio 1919,Italy,£234Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/saber-hraiech/profil/spieler/256118
Carpi FC 1909,Daniele Giorico,25,Italy,Defensive Midfield,DM,£360Th.,Modena FC,Italy,£180Th.,In,2017,s,serie-b,https://www.transfermarkt.co.uk/daniele-giorico/profil/spieler/158043
Carpi FC 1909,Mario Francesco Prezioso,21,Italy,Central Midfield,CM,£225Th.,SSC Napoli,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/mario-francesco-prezioso/profil/spieler/286288
Carpi FC 1909,Tobias Pachonik,22,Germany,Right-Back,RB,£135Th.,FC Schalke 04 II,Germany,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/tobias-pachonik/profil/spieler/161549
Carpi FC 1909,Samuele Maurizi,21,Italy,Attacking Midfield,AM,-,Audace Calcio,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/samuele-maurizi/profil/spieler/532383
Carpi FC 1909,Davide Vitturini,20,Italy,Right-Back,RB,£540Th.,Delfino Pescara 1936,Italy,loan transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/davide-vitturini/profil/spieler/267101
Carpi FC 1909,Federico Serraiocco,23,Italy,Goalkeeper,GK,£90Th.,Brescia Calcio,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/federico-serraiocco/profil/spieler/167823
Carpi FC 1909,Giulio Mulas,20,Italy,Right-Back,RB,£90Th.,AC Tuttocuoio,Italy,free transfer,In,2017,s,serie-b,https://www.transfermarkt.co.uk/giulio-mulas/profil/spieler/240102
