Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
US Latina Calcio,Cosimo Chiricò,21,Italy,Right Winger,RW,£360Th.,Parma FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/cosimo-chirico/profil/spieler/165852
US Latina Calcio,Stefan Ristovski,21,North Macedonia,Right-Back,RB,£360Th.,Parma FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/stefan-ristovski/profil/spieler/104466
US Latina Calcio,Juri Cisotti,20,Italy,Left Winger,LW,£180Th.,Chievo Primavera,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/juri-cisotti/profil/spieler/163999
US Latina Calcio,Riccardo Brosco,22,Italy,Centre-Back,CB,£360Th.,Parma FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/riccardo-brosco/profil/spieler/89034
US Latina Calcio,Alessandro Iacobucci,22,Italy,Goalkeeper,GK,£540Th.,Parma FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/alessandro-iacobucci/profil/spieler/104290
US Latina Calcio,Gianluca Di Chiara,19,Italy,Left-Back,LB,£180Th.,US Palermo,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/gianluca-di-chiara/profil/spieler/189340
US Latina Calcio,Alessandro Bruno,30,Italy,Central Midfield,CM,£225Th.,ASG Nocerina,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/alessandro-bruno/profil/spieler/77910
US Latina Calcio,Maikol Negro,25,Italy,Left Winger,LW,£270Th.,ASG Nocerina,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/maikol-negro/profil/spieler/56755
US Latina Calcio,Adriano Montalto,25,Italy,Centre-Forward,CF,£90Th.,Ascoli Calcio 1898,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/adriano-montalto/profil/spieler/84763
US Latina Calcio,Vincenzo Casale,19,Italy,Centre-Back,CB,£23Th.,AS Casale Calcio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/vincenzo-casale/profil/spieler/163637
Novara Calcio 1908,Simone Salviato,26,Italy,Right-Back,RB,£360Th.,AS Livorno,Italy,£360Th.,In,2013,s,serie-b,https://www.transfermarkt.co.uk/simone-salviato/profil/spieler/88961
Novara Calcio 1908,Georgios Katidis,20,Greece,Attacking Midfield,AM,£900Th.,AEK Athens,Greece,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/georgios-katidis/profil/spieler/143850
Novara Calcio 1908,Luca Tomasig,30,Italy,Goalkeeper,GK,£135Th.,AC Reggiana 1919,Italy,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/luca-tomasig/profil/spieler/35740
Novara Calcio 1908,Giannis Potouridis,21,Greece,Centre-Back,CB,£540Th.,Olympiacos Piraeus,Greece,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/giannis-potouridis/profil/spieler/129200
Novara Calcio 1908,Jacopo Manconi,19,Italy,Right Winger,RW,£90Th.,ASD Villanterio Calcio,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/jacopo-manconi/profil/spieler/240206
Novara Calcio 1908,Gaël Genevier,31,France,Defensive Midfield,DM,£315Th.,Robur Siena,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/gael-genevier/profil/spieler/22805
Novara Calcio 1908,Jorge Martínez,30,Uruguay,Right Winger,RW,£540Th.,Juventus FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/jorge-martinez/profil/spieler/55800
Novara Calcio 1908,Zoran Josipovic,17,Switzerland,Centre-Forward,CF,£45Th.,Juventus Primavera,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/zoran-josipovic/profil/spieler/186473
Novara Calcio 1908,Alan Martínez,18,Argentina,Goalkeeper,GK,-,Club Atlético Banfield U20,Argentina,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/alan-martinez/profil/spieler/280057
Novara Calcio 1908,Valerio Nava,19,Italy,Right-Back,RB,£68Th.,Atalanta Primavera,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/valerio-nava/profil/spieler/200117
Novara Calcio 1908,Daniele Mori,23,Italy,Centre-Back,CB,£270Th.,Udinese Calcio,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/daniele-mori/profil/spieler/56917
Novara Calcio 1908,Gianmario Comi,21,Italy,Centre-Forward,CF,£810Th.,AC Milan,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/gianmario-comi/profil/spieler/130324
Novara Calcio 1908,Federico Frigerio,21,Italy,Left-Back,LB,£45Th.,AC Renate,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/federico-frigerio/profil/spieler/167774
Novara Calcio 1908,Simone Branca,21,Italy,Central Midfield,CM,£180Th.,FC Südtirol-Alto Adige,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/simone-branca/profil/spieler/167793
Novara Calcio 1908,Filip Pivkovski,19,North Macedonia,Left Midfield,LM,£45Th.,Novara Primavera,Italy,-,In,2013,s,serie-b,https://www.transfermarkt.co.uk/filip-pivkovski/profil/spieler/173594
Novara Calcio 1908,Lorenzo Montipò,17,Italy,Goalkeeper,GK,-,Novara Calcio Youth,Italy,-,In,2013,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-montipo/profil/spieler/241923
Novara Calcio 1908,Andrea Casarini,19,Italy,Left Winger,LW,£68Th.,Novara Primavera,Italy,-,In,2013,s,serie-b,https://www.transfermarkt.co.uk/andrea-casarini/profil/spieler/199246
Novara Calcio 1908,Francesco Vicari,18,Italy,Centre-Back,CB,£68Th.,Novara Primavera,Italy,-,In,2013,s,serie-b,https://www.transfermarkt.co.uk/francesco-vicari/profil/spieler/240158
Novara Calcio 1908,Pietro Iemmello,21,Italy,Centre-Forward,CF,£630Th.,Spezia Calcio,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/pietro-iemmello/profil/spieler/62735
Novara Calcio 1908,Luca Artaria,22,Italy,Second Striker,SS,£68Th.,Aurora Pro Patria,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/luca-artaria/profil/spieler/167788
Novara Calcio 1908,Nicolò Bianchi,21,Italy,Central Midfield,CM,£68Th.,US Alessandria Calcio 1912,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/nicolo-bianchi/profil/spieler/167792
Novara Calcio 1908,Emanuel Gigliotti,26,Argentina,Centre-Forward,CF,£2.52m,Club Atlético Colón,Argentina,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/emanuel-gigliotti/profil/spieler/87365
Novara Calcio 1908,Christian Jidayi,26,Italy,Right-Back,RB,£45Th.,Valle d'Aosta Calcio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/christian-jidayi/profil/spieler/42768
Novara Calcio 1908,Lorenzo Galassi,22,Italy,Attacking Midfield,AM,£68Th.,AC Mantova,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-galassi/profil/spieler/99233
Novara Calcio 1908,Andrea Peverelli,20,Italy,Right-Back,RB,£180Th.,FC Esperia Viareggio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/andrea-peverelli/profil/spieler/199229
Novara Calcio 1908,Laurent Lanteri,28,France,Right Winger,RW,£23Th.,AS Andria BAT,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/laurent-lanteri/profil/spieler/14850
Novara Calcio 1908,Luigi Giorgi,26,Italy,Central Midfield,CM,£900Th.,Atalanta BC,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/luigi-giorgi/profil/spieler/57389
Novara Calcio 1908,Enrico Tonozzi,20,Italy,Goalkeeper,GK,£90Th.,Treviso FBC 1993,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/enrico-tonozzi/profil/spieler/199241
Novara Calcio 1908,Paolo Balzaretti,21,Italy,defence,defence,£68Th.,Bassano Virtus 55 ST,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/paolo-balzaretti/profil/spieler/167759
Novara Calcio 1908,Marco Rigoni,33,Italy,Central Midfield,CM,£360Th.,Genoa CFC,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/marco-rigoni/profil/spieler/21954
Novara Calcio 1908,Christian Esposito,22,Australia,Centre-Forward,CF,£90Th.,Valle d'Aosta Calcio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/christian-esposito/profil/spieler/111870
SS Juve Stabia,Laurentiu Branescu,19,Romania,Goalkeeper,GK,£450Th.,Juventus FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/laurentiu-branescu/profil/spieler/156521
SS Juve Stabia,Luca Ghiringhelli,21,Italy,Right-Back,RB,£270Th.,Milan Primavera,Italy,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/luca-ghiringhelli/profil/spieler/130352
SS Juve Stabia,Simone Ciancio,25,Italy,Right-Back,RB,£180Th.,AS Cittadella,Italy,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/simone-ciancio/profil/spieler/112049
SS Juve Stabia,Maurizio Lanzaro,31,Italy,Centre-Back,CB,£720Th.,Real Zaragoza,Spain,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/maurizio-lanzaro/profil/spieler/6852
SS Juve Stabia,Francesco Di Nunzio,27,Italy,Centre-Back,CB,£113Th.,Sorrento FC,Italy,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/francesco-di-nunzio/profil/spieler/139497
SS Juve Stabia,Alex Calderoni,37,Italy,Goalkeeper,GK,£45Th.,Calcio Padova,Italy,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/alex-calderoni/profil/spieler/19452
SS Juve Stabia,Souleymane Doukara,21,Senegal,Centre-Forward,CF,£630Th.,Calcio Catania,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/souleymane-doukara/profil/spieler/171336
SS Juve Stabia,Francesco Marano,23,Italy,Central Midfield,CM,£113Th.,SF Aversa Normanna,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/francesco-marano/profil/spieler/102536
SS Juve Stabia,Matteo Contini,33,Italy,Centre-Back,CB,£270Th.,Atalanta BC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/matteo-contini/profil/spieler/25318
SS Juve Stabia,Matteo Scozzarella,25,Italy,Defensive Midfield,DM,£360Th.,Atalanta BC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/matteo-scozzarella/profil/spieler/85208
SS Juve Stabia,Luca Martinelli,24,Italy,Centre-Back,CB,£225Th.,Chievo Verona,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/luca-martinelli/profil/spieler/84751
SS Juve Stabia,Yves Baraye,21,Senegal,Right Winger,RW,£405Th.,AC Lumezzane,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/yves-baraye/profil/spieler/193994
SS Juve Stabia,Vittorio Parigini,17,Italy,Right Winger,RW,£315Th.,Torino FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/vittorio-parigini/profil/spieler/238981
SS Juve Stabia,Luigi Vitale,25,Italy,Left-Back,LB,£1.08m,SSC Napoli,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/luigi-vitale/profil/spieler/80158
SS Juve Stabia,Abou Diop,19,Senegal,Centre-Forward,CF,£360Th.,Torino FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/abou-diop/profil/spieler/198976
SS Juve Stabia,N'Diaye Djiby,19,Senegal,Central Midfield,CM,£135Th.,Chievo Primavera,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/ndiaye-djiby/profil/spieler/245134
SS Juve Stabia,Ali Sowe,19,The Gambia,Centre-Forward,CF,£90Th.,Chievo Primavera,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/ali-sowe/profil/spieler/229817
SS Juve Stabia,Sergio Viotti,23,Italy,Goalkeeper,GK,£225Th.,Chievo Verona,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/sergio-viotti/profil/spieler/43112
SS Juve Stabia,Francesco Zampano,19,Italy,Right-Back,RB,£225Th.,Hellas Verona,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/francesco-zampano/profil/spieler/216872
SS Juve Stabia,Samuel Di Carmine,24,Italy,Centre-Forward,CF,£540Th.,AS Cittadella,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/samuel-di-carmine/profil/spieler/45389
SS Juve Stabia,Sergiu Suciu,23,Romania,Central Midfield,CM,£90Th.,Torino FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/sergiu-suciu/profil/spieler/113612
SS Juve Stabia,Guido Davì,22,Italy,Central Midfield,CM,£180Th.,Benevento Calcio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/guido-davi/profil/spieler/61745
SS Juve Stabia,Givestin N'Suki,22,Angola,Centre-Forward,CF,£23Th.,Sorrento FC,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/givestin-nsuki/profil/spieler/60576
SS Juve Stabia,Davide Esperimento,20,Italy,Centre-Back,CB,-,AC Mantova,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/davide-esperimento/profil/spieler/199602
SS Juve Stabia,Alessandro Vinci,25,Italy,Right-Back,RB,£270Th.,FC Pro Vercelli 1892,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/alessandro-vinci/profil/spieler/84904
SS Juve Stabia,Marco Ciampi,21,Italy,Centre-Back,CB,£68Th.,Sorrento FC,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/marco-ciampi/profil/spieler/187385
SS Virtus Lanciano,Antonio Piccolo,25,Italy,Right Winger,RW,£225Th.,AS Livorno,Italy,£180Th.,In,2013,s,serie-b,https://www.transfermarkt.co.uk/antonio-piccolo/profil/spieler/41986
SS Virtus Lanciano,Fabrizio Paghera,21,Italy,Defensive Midfield,DM,£450Th.,Brescia Calcio,Italy,£54Th.,In,2013,s,serie-b,https://www.transfermarkt.co.uk/fabrizio-paghera/profil/spieler/127799
SS Virtus Lanciano,Giuseppe Nicolao,19,Italy,Left-Back,LB,£135Th.,Napoli Primavera,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/giuseppe-nicolao/profil/spieler/200177
SS Virtus Lanciano,Leonardo Gatto,21,Italy,Left Winger,LW,£158Th.,Atalanta BC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/leonardo-gatto/profil/spieler/163565
SS Virtus Lanciano,Filippo De Col,19,Italy,Right-Back,RB,£203Th.,Hellas Verona,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/filippo-de-col/profil/spieler/240803
SS Virtus Lanciano,Magnus Troest,26,Denmark,Centre-Back,CB,£720Th.,Varese 1910,Italy,free transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/magnus-troest/profil/spieler/37528
SS Virtus Lanciano,Mame Thiam,20,Senegal,Left Winger,LW,£338Th.,FC Internazionale,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/mame-thiam/profil/spieler/163053
SS Virtus Lanciano,Simone Calvano,20,Italy,Central Midfield,CM,£225Th.,Hellas Verona,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/simone-calvano/profil/spieler/136091
SS Virtus Lanciano,Luigi Sepe,22,Italy,Goalkeeper,GK,£203Th.,SSC Napoli,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/luigi-sepe/profil/spieler/99254
SS Virtus Lanciano,Davide Gizzi,18,Italy,defence,defence,£23Th.,Pescara Primavera,Italy,?,In,2013,s,serie-b,https://www.transfermarkt.co.uk/davide-gizzi/profil/spieler/235809
SS Virtus Lanciano,Diego Falcinelli,22,Italy,Centre-Forward,CF,£585Th.,US Sassuolo,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/diego-falcinelli/profil/spieler/119115
SS Virtus Lanciano,Umberto Germano,21,Italy,Right Midfield,RM,£315Th.,FC Pro Vercelli 1892,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/umberto-germano/profil/spieler/199169
SS Virtus Lanciano,Marcel Büchel,22,Liechtenstein,Central Midfield,CM,£270Th.,Juventus FC,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/marcel-buchel/profil/spieler/74956
SS Virtus Lanciano,Federico Casarini,23,Italy,Central Midfield,CM,£720Th.,Bologna FC 1909,Italy,loan transfer,In,2013,s,serie-b,https://www.transfermarkt.co.uk/federico-casarini/profil/spieler/56853
SS Virtus Lanciano,Mario Esposito,18,Italy,Centre-Back,CB,£45Th.,Virtus Lanciano Juniores,Italy,-,In,2013,s,serie-b,https://www.transfermarkt.co.uk/mario-esposito/profil/spieler/241469
SS Virtus Lanciano,Lorenzo Cattafesta,19,Italy,Goalkeeper,GK,£23Th.,Virtus Lanciano Juniores,Italy,-,In,2013,s,serie-b,https://www.transfermarkt.co.uk/lorenzo-cattafesta/profil/spieler/240443
SS Virtus Lanciano,Nicolas Di Filippo,19,Italy,Centre-Back,CB,£45Th.,SSD Chieti Calcio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/nicolas-di-filippo/profil/spieler/164212
SS Virtus Lanciano,Luca Verna,20,Italy,Central Midfield,CM,£68Th.,SSD Chieti Calcio,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/luca-verna/profil/spieler/167826
SS Virtus Lanciano,Vincenzo Pepe,26,Italy,Right Winger,RW,£113Th.,ASG Nocerina,Italy,"End of loanJun 30, 2013",In,2013,s,serie-b,https://www.transfermarkt.co.uk/vincenzo-pepe/profil/spieler/90200
